Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
nations;known;complex;amie;100;0.5;1;cdcr;[671.7170864582062, 16.763056149978617];[0.373, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7407, 0.0158];[0.3809, 0.0158];[0.3809, 0.0158];[0.6948, 0.0109];[0.5876, 0.0142];[0.7363, 0.0151];[0.6948, 0.0109];[0.5876, 0.0142];[0.7363, 0.0151]
nations;known;complex;None;100;0.5;1;cdcr;[370.91732969284055, 18.167476934211702];[0.2111, 0.0001];[0.0133, 0.0001];[0.0133, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5843, 0.0096];[0.3865, 0.0096];[0.3865, 0.0096];[0.7015, 0.0088];[0.597, 0.0113];[0.7388, 0.0093];[0.7015, 0.0088];[0.597, 0.0113];[0.7388, 0.0093]
nations;known;complex;ncrl;100;0.5;1;no_reasoner;[96.33436880111694, 8.791805571415974];[2.5774, 0.0];[0.0132, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.744, 0.0054];[0.3861, 0.0109];[1.1018, 0.0];[0.7018, 0.0074];[0.5965, 0.0095];[0.7418, 0.0108];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations;known;complex;amie;100;0.5;1;no_reasoner;[96.98730645179748, 5.556555228006979];[2.5774, 0.0];[0.0132, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.744, 0.0054];[0.3861, 0.0109];[1.1018, 0.0];[0.7018, 0.0074];[0.5965, 0.0095];[0.7418, 0.0108];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations;known;complex;amie;100;0.5;1;cdcr;[678.8815935611725, 43.44318762924446];[0.3729, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7402, 0.0123];[0.3805, 0.0123];[0.3805, 0.0123];[0.6924, 0.0101];[0.5881, 0.0105];[0.7249, 0.0154];[0.6924, 0.0101];[0.5881, 0.0105];[0.7249, 0.0154]
nations;known;complex;None;100;0.5;1;no_reasoner;[99.67987284660339, 5.4241313069049];[2.5774, 0.0];[0.0132, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.744, 0.0054];[0.3861, 0.0109];[1.1018, 0.0];[0.7018, 0.0074];[0.5965, 0.0095];[0.7418, 0.0108];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations;known;complex;None;100;0.5;1;no_reasoner;[99.38328442573547, 1.9099923216483274];[2.5774, 0.0001];[0.0132, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.74, 0.0075];[0.3781, 0.0149];[1.1018, 0.0];[0.6927, 0.0102];[0.5886, 0.0107];[0.7204, 0.0131];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations;domainbody;complex;ncrl;100;0.5;1;dcr;[543.0027976036072, 45.69640862876402];[0.3883, 0.0001];[0.0134, 0.0001];[0.0146, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7516, 0.0126];[0.3775, 0.0128];[0.377, 0.0124];[0.695, 0.0118];[0.59, 0.017];[0.7274, 0.0168];[0.695, 0.0118];[0.59, 0.017];[0.7274, 0.0168]
nations;domainbody;complex;amie;100;0.5;1;dcr;[488.5488961696625, 28.03568113676618];[0.375, 0.0002];[0.0134, 0.0001];[0.0158, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7277, 0.0105];[0.3712, 0.0104];[0.3635, 0.0105];[0.6954, 0.0084];[0.592, 0.0089];[0.7303, 0.01];[0.6906, 0.0074];[0.5861, 0.008];[0.7269, 0.0092]
nations;domainbody;complex;None;100;0.5;1;dcr;[321.9985006809235, 3.901430246190978];[0.2112, 0.0002];[0.0133, 0.0002];[0.0133, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5781, 0.0118];[0.3802, 0.0118];[0.3802, 0.0118];[0.6938, 0.0057];[0.5851, 0.0082];[0.7333, 0.0121];[0.6938, 0.0057];[0.5851, 0.0082];[0.7333, 0.0121]
nations;domainbody;complex;None;100;0.5;1;dcr;[321.6071234226227, 1.903607980073385];[0.211, 0.0001];[0.0131, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5816, 0.0138];[0.3838, 0.0138];[0.3838, 0.0138];[0.7, 0.0089];[0.5965, 0.0117];[0.7318, 0.0111];[0.7, 0.0089];[0.5965, 0.0117];[0.7318, 0.0111]
nations;domainbody;complex;ncrl;100;0.5;1;r2n;[334.2877932071686, 12.459292105805375];[0.0146, 0.0002];[0.0134, 0.0003];[0.0159, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3732, 0.0102];[0.3795, 0.0098];[0.3668, 0.0108];[0.6942, 0.0098];[0.5876, 0.0113];[0.7323, 0.0179];[0.6966, 0.0098];[0.5905, 0.0114];[0.7343, 0.0151]
nations;domainbody;complex;ncrl;100;0.5;1;r2n;[341.3884948253632, 6.267506090624089];[0.0145, 0.0002];[0.0133, 0.0002];[0.0158, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.376, 0.0116];[0.3807, 0.0116];[0.3712, 0.0118];[0.6999, 0.006];[0.5945, 0.0039];[0.7323, 0.0152];[0.6967, 0.0081];[0.5915, 0.0079];[0.7294, 0.0169]
nations;domainbody;complex;amie;100;0.5;1;r2n;[292.31166553497314, 16.938040297304504];[0.0147, 0.0001];[0.0137, 0.0002];[0.0157, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3716, 0.0119];[0.3777, 0.0122];[0.3654, 0.0116];[0.6979, 0.0145];[0.592, 0.0171];[0.7333, 0.016];[0.6984, 0.0172];[0.596, 0.0222];[0.7308, 0.0178]
nations;domainbody;complex;None;100;0.5;1;r2n;[196.7758324623108, 7.207325816148772];[0.0144, 0.0001];[0.0132, 0.0001];[0.0157, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.377, 0.0143];[0.3831, 0.0135];[0.3708, 0.0153];[0.7001, 0.0087];[0.596, 0.0114];[0.7328, 0.0105];[0.6975, 0.0105];[0.5945, 0.0148];[0.7259, 0.0151]
nations;domainbody;complex;ncrl;100;0.5;1;gsbr;[272.4498639583588, 10.13616848959689];[0.0132, 0.0002];[0.0132, 0.0002];[0.0132, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3816, 0.0126];[0.3816, 0.0126];[0.3816, 0.0126];[0.6992, 0.0062];[0.596, 0.006];[0.7313, 0.0119];[0.6992, 0.0062];[0.596, 0.006];[0.7313, 0.0119]
nations;domainbody;complex;amie;100;0.5;1;gsbr;[231.1199026107788, 12.76710078318608];[0.0132, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.377, 0.0116];[0.3774, 0.0117];[0.3766, 0.0116];[0.6978, 0.0099];[0.5925, 0.0118];[0.7343, 0.0131];[0.6991, 0.0096];[0.5945, 0.0115];[0.7338, 0.0142]
nations;domainbody;complex;None;100;0.5;1;gsbr;[169.34660682678222, 14.93043829679716];[0.0131, 0.0001];[0.0131, 0.0001];[0.0131, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3836, 0.0138];[0.3836, 0.0138];[0.3836, 0.0138];[0.6996, 0.0087];[0.5955, 0.0114];[0.7318, 0.0111];[0.6996, 0.0087];[0.5955, 0.0114];[0.7318, 0.0111]
