Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S1_p;backward;distmult;100;0.5;1;no_reasoner;[19.961903667449953, 0.6783153611668565];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8578, 0.0091];[0.3134, 0.0182];[1.4023, 0.0];[0.9284, 0.0056];[0.894, 0.0136];[0.954, 0.0136];[0.966, 0.012];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7245, 0.0361];[0.364, 0.0722];[3.085, 0.0];[0.9237, 0.0121];[0.892, 0.016];[0.932, 0.0271];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;dcr;[25.41131477355957, 0.9698508876922667];[0.017, 0.0003];[0.0123, 0.0001];[0.0141, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3173, 0.0204];[0.314, 0.0209];[0.313, 0.0198];[0.9291, 0.0064];[0.896, 0.008];[0.948, 0.004];[0.968, 0.0147];[0.998, 0.004];[0.9294, 0.0063];[0.896, 0.008];[0.948, 0.004];[0.972, 0.0147];[0.992, 0.0117];[0.3501, 0.0642];[0.3492, 0.0673];[0.3433, 0.0612];[0.9151, 0.0042];[0.876, 0.008];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9141, 0.0047];[0.876, 0.008];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;r2n;[24.801765727996827, 0.8211347590471094];[0.0134, 0.0001];[0.0123, 0.0001];[0.0145, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3082, 0.0171];[0.3021, 0.0238];[0.3143, 0.0138];[0.9305, 0.0078];[0.898, 0.0147];[0.954, 0.008];[0.968, 0.0147];[0.998, 0.004];[0.9328, 0.0088];[0.902, 0.0172];[0.956, 0.0049];[0.97, 0.0126];[0.998, 0.004];[0.3658, 0.0647];[0.3501, 0.0735];[0.3816, 0.0736];[0.912, 0.0132];[0.872, 0.0204];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9127, 0.0112];[0.872, 0.0204];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;sbr;[20.88448557853699, 0.6251156215879433];[0.0225, 0.0035];[0.0176, 0.0025];[0.0273, 0.0046];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2196, 0.0129];[0.2075, 0.0147];[0.2317, 0.0122];[0.9371, 0.0065];[0.904, 0.0102];[0.96, 0.011];[0.972, 0.0117];[1.0, 0.0];[0.946, 0.0142];[0.914, 0.0258];[0.98, 0.011];[0.992, 0.0075];[1.0, 0.0];[0.2483, 0.0558];[0.2505, 0.0714];[0.2462, 0.0428];[0.9371, 0.0103];[0.904, 0.015];[0.956, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9522, 0.0203];[0.928, 0.0299];[0.972, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;rnm;[20.821213006973267, 0.8847048119942321];[0.0137, 0.0002];[0.0123, 0.0001];[0.0152, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2584, 0.025];[0.2622, 0.0258];[0.2546, 0.0248];[0.9305, 0.0105];[0.896, 0.0206];[0.956, 0.008];[0.968, 0.0098];[1.0, 0.0];[0.9332, 0.0107];[0.896, 0.0206];[0.962, 0.0075];[0.99, 0.0089];[1.0, 0.0];[0.2966, 0.0547];[0.318, 0.0696];[0.2751, 0.0421];[0.9164, 0.008];[0.876, 0.015];[0.94, 0.0335];[1.0, 0.0];[1.0, 0.0];[0.9205, 0.0074];[0.876, 0.015];[0.968, 0.0271];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;no_reasoner;[19.94399461746216, 0.9066538504396212];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8578, 0.0091];[0.3134, 0.0182];[1.4023, 0.0];[0.9284, 0.0056];[0.894, 0.0136];[0.954, 0.0136];[0.966, 0.012];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7245, 0.0361];[0.364, 0.0722];[3.085, 0.0];[0.9237, 0.0121];[0.892, 0.016];[0.932, 0.0271];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;dcr;[35.33125729560852, 1.041409481420803];[0.023, 0.0002];[0.0123, 0.0001];[0.0118, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.5294, 0.0355];[0.2993, 0.0195];[0.7376, 0.0709];[0.9306, 0.0061];[0.9, 0.011];[0.95, 0.0063];[0.964, 0.0136];[0.998, 0.004];[0.9125, 0.0166];[0.868, 0.0133];[0.954, 0.0162];[0.97, 0.0141];[0.998, 0.004];[0.6998, 0.0656];[0.3369, 0.061];[1.0407, 0.1085];[0.9151, 0.0095];[0.876, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9233, 0.0183];[0.88, 0.0335];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;r2n;[34.13111920356751, 0.964025542350379];[0.0135, 0.0001];[0.0122, 0.0001];[0.0148, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3077, 0.0238];[0.308, 0.0239];[0.3073, 0.0237];[0.9273, 0.0128];[0.894, 0.0215];[0.952, 0.0098];[0.966, 0.012];[0.998, 0.004];[0.9273, 0.0126];[0.894, 0.0215];[0.952, 0.0098];[0.966, 0.012];[0.996, 0.0049];[0.3435, 0.0684];[0.3449, 0.0706];[0.342, 0.0663];[0.9141, 0.0099];[0.876, 0.015];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9137, 0.01];[0.876, 0.015];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;sbr;[21.97975974082947, 1.2187160277305116];[0.0122, 0.0001];[0.0122, 0.0001];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3129, 0.0215];[0.3129, 0.0215];[0.3129, 0.0215];[0.9269, 0.011];[0.892, 0.0214];[0.954, 0.0102];[0.964, 0.0102];[0.998, 0.004];[0.9269, 0.011];[0.892, 0.0214];[0.954, 0.0102];[0.964, 0.0102];[0.998, 0.004];[0.3482, 0.0667];[0.3482, 0.0667];[0.3482, 0.0667];[0.9138, 0.0102];[0.876, 0.015];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9138, 0.0102];[0.876, 0.015];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;rnm;[21.930726957321166, 0.9415749754898189];[0.0122, 0.0001];[0.0122, 0.0001];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3129, 0.0215];[0.3129, 0.0215];[0.3129, 0.0215];[0.9269, 0.011];[0.892, 0.0214];[0.954, 0.0102];[0.964, 0.0102];[0.998, 0.004];[0.9269, 0.011];[0.892, 0.0214];[0.954, 0.0102];[0.964, 0.0102];[0.998, 0.004];[0.3482, 0.0667];[0.3482, 0.0667];[0.3482, 0.0667];[0.9138, 0.0102];[0.876, 0.015];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9138, 0.0102];[0.876, 0.015];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;no_reasoner;[22.20621347427368, 1.4840635036461787];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8503, 0.0119];[0.2984, 0.0237];[1.4023, 0.0];[0.9349, 0.0084];[0.9, 0.0167];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7074, 0.0503];[0.3298, 0.1005];[3.085, 0.0];[0.9227, 0.0189];[0.884, 0.0233];[0.936, 0.0265];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;dcr;[31.841622495651244, 1.487768014623569];[0.0169, 0.0004];[0.0122, 0.0001];[0.014, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.303, 0.0286];[0.2996, 0.0291];[0.2987, 0.0283];[0.9374, 0.0119];[0.908, 0.024];[0.962, 0.0098];[0.968, 0.0117];[0.998, 0.004];[0.9374, 0.0119];[0.908, 0.024];[0.962, 0.0098];[0.97, 0.0089];[0.99, 0.0063];[0.3234, 0.0982];[0.3227, 0.1013];[0.3163, 0.0953];[0.9287, 0.017];[0.892, 0.0204];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9277, 0.0176];[0.892, 0.0204];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;r2n;[33.49633560180664, 1.4545003684950617];[0.0134, 0.0002];[0.0122, 0.0001];[0.0147, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2942, 0.0269];[0.2947, 0.0272];[0.2937, 0.0267];[0.9389, 0.0088];[0.91, 0.021];[0.962, 0.0117];[0.968, 0.0117];[0.998, 0.004];[0.9393, 0.0089];[0.91, 0.021];[0.964, 0.0102];[0.97, 0.0089];[0.998, 0.004];[0.3238, 0.0921];[0.3254, 0.0944];[0.3222, 0.0899];[0.9293, 0.0178];[0.896, 0.0233];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9287, 0.0185];[0.896, 0.0233];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;sbr;[23.8476363658905, 1.1310852980632804];[0.0168, 0.0006];[0.0141, 0.0005];[0.0195, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.1914, 0.0181];[0.1832, 0.0208];[0.1996, 0.0157];[0.9497, 0.0074];[0.93, 0.011];[0.962, 0.0117];[0.972, 0.0117];[1.0, 0.0];[0.9638, 0.0079];[0.944, 0.0102];[0.988, 0.0117];[0.994, 0.008];[1.0, 0.0];[0.2392, 0.0746];[0.2505, 0.0857];[0.2279, 0.0647];[0.9376, 0.0145];[0.908, 0.0204];[0.952, 0.0325];[1.0, 0.0];[1.0, 0.0];[0.961, 0.021];[0.936, 0.032];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;rnm;[24.395850276947023, 1.3800638202905617];[0.013, 0.0001];[0.0122, 0.0001];[0.0137, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2374, 0.028];[0.2433, 0.0281];[0.2315, 0.0284];[0.9447, 0.0096];[0.92, 0.021];[0.962, 0.0117];[0.968, 0.0117];[1.0, 0.0];[0.9495, 0.0114];[0.92, 0.021];[0.972, 0.0117];[0.992, 0.0098];[1.0, 0.0];[0.2694, 0.0733];[0.2983, 0.0905];[0.2405, 0.0567];[0.9309, 0.018];[0.9, 0.0253];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9371, 0.0192];[0.9, 0.0253];[0.976, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;no_reasoner;[22.980015182495116, 1.4790018702789731];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8503, 0.0119];[0.2984, 0.0237];[1.4023, 0.0];[0.9349, 0.0084];[0.9, 0.0167];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7074, 0.0503];[0.3298, 0.1005];[3.085, 0.0];[0.9227, 0.0189];[0.884, 0.0233];[0.936, 0.0265];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;dcr;[46.46028647422791, 1.5631960279483579];[0.0231, 0.0002];[0.0122, 0.0001];[0.0121, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.342, 0.0774];[0.2902, 0.0285];[0.3719, 0.1508];[0.9379, 0.0101];[0.908, 0.0204];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.9315, 0.0141];[0.9, 0.0237];[0.958, 0.004];[0.968, 0.0117];[0.998, 0.004];[0.4312, 0.2538];[0.3147, 0.0963];[0.5258, 0.451];[0.9255, 0.0162];[0.888, 0.0204];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9259, 0.0211];[0.896, 0.0196];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
