?h  C  ?a  ?b  O  ?h   => ?a  X  ?b     0,013215859     0,157894737     0,157894737     3       19      19      -2
?h  An  ?a  ?b  I  ?h   => ?a  X  ?b    0,022026432     0,096153846     0,106382979     5       52      47      -2
?b  GG  ?h  ?a  X  ?h   => ?a  X  ?b    0,251101322     0,114457831     0,125274725     57      498     455     -2
?h  I  ?a  ?b  Ra  ?h   => ?a  X  ?b    0,339207048     0,121835443     0,136524823     77      632     564     -2
?h  An  ?a  ?b  Te  ?h   => ?a  X  ?b   0,242290749     0,197841727     0,209923664     55      278     262     -2
?h  As  ?a  ?b  Te  ?h   => ?a  X  ?b   0,013215859     0,333333333     0,375   3       9       8       -2
?b  Ra  ?h  ?a  X  ?h   => ?a  X  ?b    0,850220264     0,141288433     0,152689873     193     1366    1264    -2
?a  As  ?h  ?b  Te  ?h   => ?a  X  ?b   0,013215859     0,333333333     0,375   3       9       8       -2
?a  As  ?h  ?b  P  ?h   => ?a  X  ?b    0,022026432     0,192307692     0,2     5       26      25      -2
?b  I  ?h  ?a  Iw  ?h   => ?a  X  ?b    0,030837004     0,155555556     0,166666667     7       45      42      -2
?h  T  ?a  ?b  Z  ?h   => ?a  X  ?b     0,207048458     0,099787686     0,105617978     47      471     445     -2
?a  Mp  ?h  ?b  Z  ?h   => ?a  X  ?b    0,022026432     0,096153846     0,102040816     5       52      49      -2
?h  Iw  ?a  ?b  Te  ?h   => ?a  X  ?b   0,18061674      0,11849711      0,125   41      346     328     -2
?b  Ra  ?h  ?h  U  ?a   => ?a  X  ?b    0,898678414     0,098646035     0,108165429     204     2068    1886    -2
?a  As  ?h  ?h  X  ?b   => ?a  X  ?b    0,035242291     1       1       8       8       8       -2
?h  D  ?a  ?b  Ra  ?h   => ?a  X  ?b    0,621145374     0,103372434     0,111816019     141     1364    1261    -2
?a  An  ?h  ?b  Te  ?h   => ?a  X  ?b   0,237885463     0,204545455     0,218623482     54      264     247     -2
?b  E  ?h  ?h  U  ?a   => ?a  X  ?b     0,969162996     0,092631579     0,108321024     220     2375    2031    -2
?b  E  ?h  ?h  Te  ?a   => ?a  X  ?b    0,929515419     0,088469602     0,103482099     211     2385    2039    -2
?b  E  ?h  ?h  I  ?a   => ?a  X  ?b     0,334801762     0,106293706     0,123980424     76      715     613     -2
?b  Ra  ?h  ?h  Te  ?a   => ?a  X  ?b   0,81938326      0,098308668     0,106835152     186     1892    1741    -2
?a  As  ?h  ?h  ML  ?b   => ?a  X  ?b   0,030837004     0,179487179     0,205882353     7       39      34      -2
?a  Iw  ?h  ?h  X  ?b   => ?a  X  ?b    0,224669604     0,28021978      0,28021978      51      182     182     -2
?b  E  ?h  ?a  X  ?h   => ?a  X  ?b     0,9030837       0,108695652     0,127329193     205     1886    1610    -2
?a  Iw  ?h  ?b  Te  ?h   => ?a  X  ?b   0,127753304     0,137440758     0,146464646     29      211     198     -2
?h  D  ?a  ?b  E  ?h   => ?a  X  ?b     0,748898678     0,10779962      0,124542125     170     1577    1365    -2
?h  I  ?a  ?b  Rg  ?h   => ?a  X  ?b    0,436123348     0,126436782     0,136740331     99      783     724     -2
?h  E  ?b  ?a  Mp  ?h   => ?a  X  ?b    0,083700441     0,116564417     0,131034483     19      163     145     -2
?h  I  ?a  ?b  Q  ?h   => ?a  X  ?b     0,436123348     0,12924282      0,143478261     99      766     690     -2
?b  Rg  ?h  ?h  U  ?a   => ?a  X  ?b    0,982378855     0,094934014     0,104059729     223     2349    2143    -2
?h  D  ?a  ?b  Rg  ?h   => ?a  X  ?b    0,832599119     0,105645612     0,115879828     189     1789    1631    -2
?b  Q  ?h  ?a  X  ?h   => ?a  X  ?b     0,916299559     0,120789779     0,135152697     208     1722    1539    -2
?h  Rg  ?b  ?a  X  ?h   => ?a  X  ?b    0,973568282     0,117179215     0,129239766     221     1886    1710    -2
?b  Rg  ?h  ?a  X  ?h   => ?a  X  ?b    0,964757709     0,118892508     0,130124777     219     1842    1683    -2
?b  Rg  ?h  ?h  Te  ?a   => ?a  X  ?b   0,947136564     0,09239364      0,101176471     215     2327    2125    -2
?g  C  ?a  ?g  N  ?b   => ?a  X  ?b     0,070484581     0,105263158     0,105263158     16      152     152     -2
?g  J  ?a  ?g  N  ?b   => ?a  X  ?b     0,057268722     0,118181818     0,118181818     13      110     110     -2
?h  B  ?b  ?a  X  ?h   => ?a  X  ?b     0,599118943     0,135728543     0,145766345     136     1002    933     -2
?h  GG  ?b  ?a  X  ?h   => ?a  X  ?b    0,246696035     0,106060606     0,112676056     56      528     497     -2
?h  Iw  ?b  ?a  X  ?h   => ?a  X  ?b    0,039647577     0,069230769     0,123287671     9       130     73      -2
?g  Iw  ?b  ?g  U  ?a   => ?a  X  ?b    0,057268722     0,063414634     0,102362205     13      205     127     -2
?b  Q  ?h  ?h  Te  ?a   => ?a  X  ?b    0,947136564     0,093275488     0,103864734     215     2305    2070    -2
?h  E  ?b  ?a  X  ?h   => ?a  X  ?b     0,9030837       0,110333692     0,12202381      205     1858    1680    -2
?b  Q  ?h  ?h  U  ?a   => ?a  X  ?b     0,947136564     0,091372716     0,101606805     215     2353    2116    -2
?g  Iw  ?b  ?g  Te  ?a   => ?a  X  ?b   0,052863436     0,068181818     0,102564103     12      176     117     -2
?g  A  ?b  ?g  T  ?a   => ?a  X  ?b     0,039647577     0,160714286     0,160714286     9       56      56      -2
?h  D  ?a  ?b  Q  ?h   => ?a  X  ?b     0,748898678     0,106583072     0,117241379     170     1595    1450    -2
?g  A  ?b  ?g  Sa  ?a   => ?a  X  ?b    0,026431718     0,24    0,24    6       25      25      -2
?h  Q  ?b  ?a  X  ?h   => ?a  X  ?b     0,929515419     0,121403913     0,134480561     211     1738    1569    -2
?h  Ra  ?b  ?a  X  ?h   => ?a  X  ?b    0,837004405     0,138181818     0,150554675     190     1375    1262    -2
?a  An  ?h  ?b  P  ?h   => ?a  X  ?b    0,330396476     0,119808307     0,130208333     75      626     576     -2
?g  Ra  ?b  ?g  U  ?a   => ?a  X  ?b    0,907488987     0,100145843     0,109574468     206     2057    1880    -2
?a  An  ?h  ?h  X  ?b   => ?a  X  ?b    0,50660793      0,756578947     0,756578947     115     152     152     -2
?g  Iw  ?a  ?g  Iw  ?b   => ?a  X  ?b   0,066079295     0,024193548     0,112781955     15      620     133     -2
?g  A  ?b  ?g  J  ?a   => ?a  X  ?b     0,013215859     0,375   0,375   3       8       8       -2
?g  Ra  ?b  ?g  Te  ?a   => ?a  X  ?b   0,792951542     0,094736842     0,102622577     180     1900    1754    -2
?g  D  ?a  ?g  Ra  ?b   => ?a  X  ?b    0,669603524     0,120253165     0,130696475     152     1264    1163    -2
?g  I  ?a  ?g  Ra  ?b   => ?a  X  ?b    0,348017621     0,12006079      0,133220911     79      658     593     -2
?h  As  ?a  ?b  P  ?h   => ?a  X  ?b    0,022026432     0,192307692     0,2     5       26      25      -2
?g  B  ?b  ?g  J  ?a   => ?a  X  ?b     0,044052863     0,192307692     0,2     10      52      50      -2
?h  An  ?a  ?b  P  ?h   => ?a  X  ?b    0,370044053     0,130232558     0,142372881     84      645     590     -2
?g  B  ?b  ?g  C  ?a   => ?a  X  ?b     0,026431718     0,136363636     0,153846154     6       44      39      -2
?g  B  ?b  ?g  Te  ?a   => ?a  X  ?b    0,740088106     0,103512015     0,112600536     168     1623    1492    -2
?a  An  ?h  ?h  ML  ?b   => ?a  X  ?b   0,436123348     0,126760563     0,138075314     99      781     717     -2
?g  B  ?b  ?g  T  ?a   => ?a  X  ?b     0,070484581     0,097560976     0,118518519     16      164     135     -2
?g  As  ?a  ?g  X  ?b   => ?a  X  ?b    0,035242291     1       1       8       8       8       -2
?g  An  ?a  ?g  X  ?b   => ?a  X  ?b    0,50660793      0,705521472     0,705521472     115     163     163     -2
?g  B  ?b  ?g  U  ?a   => ?a  X  ?b     0,647577093     0,1     0,108088235     147     1470    1360    -2
?g  B  ?b  ?a  ML  ?g   => ?a  X  ?b    0,947136564     0,091801879     0,1008916       215     2342    2131    -2
?g  Iw  ?a  ?g  X  ?b   => ?a  X  ?b    0,321585903     0,203910615     0,203910615     73      358     358     -2
?g  B  ?b  ?g  D  ?a   => ?a  X  ?b     0,471365639     0,116684842     0,123699422     107     917     865     -2
?g  B  ?b  ?g  I  ?a   => ?a  X  ?b     0,207048458     0,119592875     0,131284916     47      393     358     -2
?g  GG  ?b  ?g  U  ?a   => ?a  X  ?b    0,387665198     0,104265403     0,109725686     88      844     802     -2
?g  D  ?a  ?g  GG  ?b   => ?a  X  ?b    0,251101322     0,122580645     0,124454148     57      465     458     -2
?g  E  ?b  ?g  J  ?a   => ?a  X  ?b     0,356828194     0,12836767      0,143872114     81      631     563     -2
?g  Q  ?b  ?g  U  ?a   => ?a  X  ?b     0,969162996     0,094218415     0,104216011     220     2335    2111    -2
?g  D  ?a  ?g  Q  ?b   => ?a  X  ?b     0,744493392     0,108263933     0,118181818     169     1561    1430    -2
?g  As  ?a  ?g  ML  ?b   => ?a  X  ?b   0,030837004     0,179487179     0,205882353     7       39      34      -2
?g  Q  ?b  ?g  Te  ?a   => ?a  X  ?b    0,929515419     0,09173913      0,101637765     211     2300    2076    -2
?g  E  ?b  ?g  T  ?a   => ?a  X  ?b     0,625550661     0,093791281     0,104488595     142     1514    1359    -2
?g  I  ?a  ?g  Q  ?b   => ?a  X  ?b     0,400881057     0,125690608     0,137670197     91      724     661     -2
?g  E  ?b  ?g  I  ?a   => ?a  X  ?b     0,418502203     0,126666667     0,13909224      95      750     683     -2
?g  E  ?b  ?g  Pr  ?a   => ?a  X  ?b    0,193832599     0,107579462     0,120547945     44      409     365     -2
?g  I  ?a  ?g  Rg  ?b   => ?a  X  ?b    0,396475771     0,116731518     0,127298444     90      771     707     -2
?g  C  ?a  ?g  E  ?b   => ?a  X  ?b     0,281938326     0,129554656     0,145124717     64      494     441     -2
?g  D  ?a  ?g  Rg  ?b   => ?a  X  ?b    0,81938326      0,103794643     0,113970588     186     1792    1632    -2
?g  E  ?b  ?g  U  ?a   => ?a  X  ?b     0,964757709     0,096010522     0,106465727     219     2281    2057    -2
?a  B  ?b  ?b  Q  ?a   => ?a  GG  ?b    0,1     0,196078431     0,289855072     20      102     69      -1
?g  D  ?a  ?g  E  ?b   => ?a  X  ?b     0,744493392     0,113043478     0,123718887     169     1495    1366    -2
?b  Q  ?a  ?a  Q  ?b   => ?a  GG  ?b    0,425   0,1     0,150176678     85      850     566     -1
?b  Q  ?a  ?a  Rg  ?b   => ?a  GG  ?b   0,25    0,128205128     0,183150183     50      390     273     -1
?a  E  ?b  ?b  Q  ?a   => ?a  GG  ?b    0,185   0,117460317     0,159482759     37      315     232     -1
?a  E  ?b  ?b  Rg  ?a   => ?a  GG  ?b   0,195   0,101036269     0,148854962     39      386     262     -1
?a  B  ?b  ?b  Rg  ?a   => ?a  GG  ?b   0,105   0,138157895     0,21    21      152     100     -1
?b  Q  ?a  ?a  Ra  ?b   => ?a  GG  ?b   0,095   0,101604278     0,142857143     19      187     133     -1
?b  E  ?a  ?b  Q  ?a   => ?a  GG  ?b    0,175   0,115511551     0,156950673     35      303     223     -1
?b  Q  ?a  ?b  Rg  ?a   => ?a  GG  ?b   0,205   0,106217617     0,152985075     41      386     268     -1
?b  Q  ?a  ?b  Ra  ?a   => ?a  GG  ?b   0,11    0,120218579     0,167938931     22      183     131     -1
?g  Rg  ?b  ?g  U  ?a   => ?a  X  ?b    0,969162996     0,092905405     0,102135562     220     2368    2154    -2
?a  Ra  ?b  ?b  Rg  ?a   => ?a  GG  ?b  0,125   0,088652482     0,128865979     25      282     194     -1
?a  Iw  ?b  ?b  Q  ?a   => ?a  GG  ?b   0,015   0,25    0,375   3       12      8       -1
?b  E  ?a  ?b  Rg  ?a   => ?a  GG  ?b   0,18    0,093506494     0,131386861     36      385     274     -1
?b  Ra  ?a  ?b  Rg  ?a   => ?a  GG  ?b  0,13    0,097378277     0,142076503     26      267     183     -1
?b  B  ?a  ?b  Rg  ?a   => ?a  GG  ?b   0,105   0,146853147     0,216494845     21      143     97      -1
?b  B  ?a  ?a  Rg  ?b   => ?a  GG  ?b   0,125   0,164473684     0,245098039     25      152     102     -1
?b  B  ?a  ?a  E  ?b   => ?a  GG  ?b    0,075   0,113636364     0,154639175     15      132     97      -1
