Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S2_p;known;complex;100;0.5;1;cdcr;[19.37487874031067, 1.952901227883788];[0.0193, 0.0002];[0.0122, 0.0002];[0.0121, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3819, 0.0315];[0.3747, 0.0315];[0.3747, 0.0315];[0.8742, 0.0252];[0.808, 0.0349];[0.922, 0.0248];[0.952, 0.0248];[0.996, 0.0049];[0.8752, 0.0246];[0.81, 0.0341];[0.922, 0.0248];[0.952, 0.0248];[0.996, 0.0049];[0.3805, 0.0358];[0.3734, 0.0358];[0.3733, 0.0358];[0.9158, 0.0176];[0.864, 0.0233];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9178, 0.0172];[0.868, 0.0204];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;no_reasoner;[14.703181028366089, 2.6472984658317404];[2.577, 0.0003];[0.0124, 0.0006];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8639, 0.0161];[0.3255, 0.0323];[1.4023, 0.0];[0.8792, 0.0184];[0.826, 0.0174];[0.914, 0.0314];[0.946, 0.0206];[0.994, 0.008];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.6916, 0.042];[0.2982, 0.084];[3.085, 0.0];[0.9209, 0.0199];[0.876, 0.0233];[0.956, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;dcr;[15.87202262878418, 2.113190195322881];[0.0196, 0.0006];[0.0124, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3108, 0.0344];[0.3037, 0.0344];[0.3036, 0.0344];[0.8857, 0.0184];[0.836, 0.0242];[0.914, 0.0294];[0.954, 0.0185];[0.998, 0.004];[0.8857, 0.0184];[0.836, 0.0242];[0.914, 0.0294];[0.954, 0.0185];[0.998, 0.004];[0.3032, 0.0626];[0.2961, 0.0626];[0.2959, 0.0625];[0.9161, 0.0196];[0.868, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9161, 0.0196];[0.868, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;r2n;[13.88290696144104, 2.3598921966601085];[0.0134, 0.0006];[0.0125, 0.0007];[0.0143, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2692, 0.03];[0.2696, 0.03];[0.2689, 0.0301];[0.8889, 0.0109];[0.844, 0.008];[0.912, 0.0248];[0.946, 0.0273];[0.998, 0.004];[0.8909, 0.0119];[0.848, 0.0098];[0.912, 0.0248];[0.946, 0.0273];[0.996, 0.0049];[0.284, 0.0526];[0.2845, 0.0531];[0.2834, 0.0521];[0.915, 0.0125];[0.864, 0.0233];[0.96, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9147, 0.0131];[0.864, 0.0233];[0.956, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;sbr;[11.539757347106933, 0.049542383001632814];[0.0124, 0.0006];[0.0124, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.318, 0.035];[0.318, 0.035];[0.3179, 0.035];[0.8838, 0.018];[0.832, 0.0214];[0.916, 0.0185];[0.952, 0.0214];[0.998, 0.004];[0.8848, 0.0194];[0.834, 0.0242];[0.916, 0.0185];[0.952, 0.0214];[0.998, 0.004];[0.3041, 0.0707];[0.3043, 0.0708];[0.304, 0.0707];[0.9195, 0.0231];[0.872, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9195, 0.0231];[0.872, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;rnm;[12.634986972808838, 2.1908744653326426];[0.0124, 0.0006];[0.0124, 0.0006];[0.0124, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3233, 0.0348];[0.3233, 0.0348];[0.3233, 0.0348];[0.883, 0.0167];[0.83, 0.021];[0.918, 0.0214];[0.95, 0.0228];[0.998, 0.004];[0.883, 0.0167];[0.83, 0.021];[0.918, 0.0214];[0.95, 0.0228];[0.998, 0.004];[0.3057, 0.0719];[0.3057, 0.0719];[0.3057, 0.0719];[0.919, 0.0227];[0.872, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.919, 0.0227];[0.872, 0.0299];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;gsbr;[13.038783979415893, 2.185271703358997];[0.0124, 0.0006];[0.0124, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3222, 0.0345];[0.3223, 0.0345];[0.3222, 0.0345];[0.8831, 0.0165];[0.83, 0.021];[0.918, 0.0214];[0.95, 0.0228];[0.998, 0.004];[0.8841, 0.0175];[0.832, 0.0223];[0.918, 0.0214];[0.95, 0.0228];[0.998, 0.004];[0.3034, 0.0712];[0.3036, 0.0712];[0.3033, 0.0711];[0.9198, 0.0236];[0.876, 0.032];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9198, 0.0236];[0.876, 0.032];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;distmult;100;0.5;1;cdcr;[17.713335847854616, 2.32005068109221];[0.0196, 0.0006];[0.0124, 0.0006];[0.0123, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3232, 0.0343];[0.3161, 0.0343];[0.316, 0.0343];[0.8847, 0.0198];[0.836, 0.0206];[0.912, 0.0232];[0.946, 0.0224];[0.998, 0.004];[0.8857, 0.021];[0.838, 0.0232];[0.912, 0.0232];[0.946, 0.0224];[0.998, 0.004];[0.3094, 0.066];[0.3023, 0.066];[0.3021, 0.0661];[0.9201, 0.0235];[0.872, 0.0371];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9201, 0.0235];[0.872, 0.0371];[0.96, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;no_reasoner;[14.284364271163941, 2.412355199679133];[3.3459, 0.0031];[1.5501, 0.0063];[5.1416, 0.0];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9124, 0.0018];[0.4225, 0.0037];[1.4023, 0.0];[0.6409, 0.0101];[0.542, 0.0117];[0.65, 0.0179];[0.728, 0.0312];[0.96, 0.0126];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;dcr;[16.4957426071167, 2.7018308478785054];[1.4778, 0.0063];[1.5501, 0.0063];[1.3911, 0.0064];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6523, 0.0097];[0.4049, 0.0168];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3724, 0.0054];[0.4225, 0.0056];[0.3079, 0.0054];[0.6447, 0.0094];[0.552, 0.0075];[0.65, 0.0322];[0.732, 0.0214];[0.958, 0.0075];[0.7425, 0.0107];[0.676, 0.008];[0.746, 0.0287];[0.8, 0.0228];[0.966, 0.008];[0.6698, 0.0179];[0.9207, 0.0235];[0.4046, 0.0162];[0.7291, 0.0281];[0.584, 0.0294];[0.828, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.8883, 0.0217];[0.828, 0.0271];[0.932, 0.0371];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;r2n;[14.58211545944214, 2.56407426886252];[1.4956, 0.0055];[1.5501, 0.0063];[1.4412, 0.0053];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.612, 0.0081];[0.3331, 0.0136];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4107, 0.0059];[0.4225, 0.0056];[0.3989, 0.0067];[0.6447, 0.0094];[0.552, 0.0075];[0.65, 0.0322];[0.732, 0.0214];[0.958, 0.0075];[0.633, 0.0155];[0.546, 0.0242];[0.626, 0.0102];[0.72, 0.0167];[0.952, 0.0256];[0.89, 0.0169];[0.9207, 0.0235];[0.8592, 0.0177];[0.7291, 0.0281];[0.584, 0.0294];[0.828, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.7207, 0.0091];[0.576, 0.015];[0.832, 0.0349];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;sbr;[13.26935977935791, 2.759738706975416];[1.5482, 0.0062];[1.5501, 0.0063];[1.5464, 0.0061];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6148, 0.01];[0.3394, 0.0167];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4215, 0.0058];[0.4225, 0.0056];[0.4205, 0.0061];[0.6447, 0.0094];[0.552, 0.0075];[0.65, 0.0322];[0.732, 0.0214];[0.958, 0.0075];[0.6462, 0.0095];[0.552, 0.0075];[0.652, 0.0354];[0.74, 0.0228];[0.96, 0.0089];[0.9144, 0.0236];[0.9207, 0.0235];[0.9082, 0.025];[0.7291, 0.0281];[0.584, 0.0294];[0.828, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.7333, 0.0275];[0.584, 0.0294];[0.848, 0.0392];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;rnm;[13.501483154296874, 3.0361272896233986];[1.5492, 0.0062];[1.5501, 0.0063];[1.5482, 0.0061];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6127, 0.0107];[0.3365, 0.0181];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.422, 0.0057];[0.4225, 0.0056];[0.4215, 0.0059];[0.6447, 0.0094];[0.552, 0.0075];[0.65, 0.0322];[0.732, 0.0214];[0.958, 0.0075];[0.6451, 0.0097];[0.552, 0.0075];[0.65, 0.0322];[0.734, 0.025];[0.96, 0.0089];[0.9167, 0.0234];[0.9207, 0.0235];[0.9127, 0.0242];[0.7291, 0.0281];[0.584, 0.0294];[0.828, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.7307, 0.0275];[0.584, 0.0294];[0.836, 0.0344];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;gsbr;[12.403620672225951, 0.09415562534329744];[1.5482, 0.0062];[1.5501, 0.0063];[1.5464, 0.0061];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6148, 0.01];[0.3394, 0.0167];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4215, 0.0058];[0.4225, 0.0056];[0.4205, 0.0061];[0.6447, 0.0094];[0.552, 0.0075];[0.65, 0.0322];[0.732, 0.0214];[0.958, 0.0075];[0.6462, 0.0095];[0.552, 0.0075];[0.652, 0.0354];[0.74, 0.0228];[0.96, 0.0089];[0.9144, 0.0236];[0.9207, 0.0235];[0.9082, 0.025];[0.7291, 0.0281];[0.584, 0.0294];[0.828, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.7333, 0.0275];[0.584, 0.0294];[0.848, 0.0392];[1.0, 0.0];[1.0, 0.0]
train_S2_p;known;transe;100;0.5;1;cdcr;[18.36832480430603, 2.872613591547821];[1.4778, 0.0063];[1.5501, 0.0063];[1.3911, 0.0064];[0.6118, 0.0106];[0.3356, 0.0176];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6523, 0.0097];[0.4049, 0.0168];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3724, 0.0054];[0.4225, 0.0056];[0.3079, 0.0054];[0.6447, 0.0094];[0.552, 0.0075];[0.65, 0.0322];[0.732, 0.0214];[0.958, 0.0075];[0.7425, 0.0107];[0.676, 0.008];[0.746, 0.0287];[0.8, 0.0228];[0.966, 0.008];[0.6698, 0.0179];[0.9207, 0.0235];[0.4046, 0.0162];[0.7291, 0.0281];[0.584, 0.0294];[0.828, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.8883, 0.0217];[0.828, 0.0271];[0.932, 0.0371];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domain;complex;100;0.5;1;no_reasoner;[15.835926532745361, 2.929898640632423];[2.5769, 0.0001];[0.0122, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8947, 0.0157];[0.3871, 0.0314];[1.4023, 0.0];[0.8614, 0.0222];[0.79, 0.0228];[0.918, 0.0264];[0.95, 0.0276];[0.992, 0.0098];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7305, 0.0231];[0.3761, 0.0462];[3.085, 0.0];[0.9268, 0.0257];[0.892, 0.0325];[0.952, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
