Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
countries_s3_reason_3np;backward_3;complex;None;100;0.5;1;rnm;[150.02568912506104, 1.4345815677924987];[0.0166, 0.0002];[0.0121, 0.0003];[0.0211, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4807, 0.0526];[0.4953, 0.0706];[0.4662, 0.0355];[0.8072, 0.0348];[0.708, 0.0515];[0.868, 0.0412];[0.8083, 0.0339];[0.708, 0.0515];[0.872, 0.0325]
countries_s3_reason_3np;backward_3;complex;None;100;0.5;1;dcr;[177.32067694664002, 6.077440755712117];[0.0662, 0.0059];[0.0121, 0.0002];[0.0319, 0.004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9998, 0.0004];[0.9996, 0.0008];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7301, 0.1483];[0.5133, 0.0708];[0.8591, 0.2601];[0.8112, 0.0282];[0.712, 0.0325];[0.872, 0.0483];[0.8372, 0.0185];[0.764, 0.0265];[0.864, 0.0463]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;r2n;[200.61673550605775, 7.6601352324796705];[0.0155, 0.0006];[0.0162, 0.0009];[0.0148, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2118, 0.0097];[0.1944, 0.0077];[0.2293, 0.0125];[0.6704, 0.0087];[0.5815, 0.01];[0.6968, 0.016];[0.6598, 0.0083];[0.5718, 0.009];[0.6863, 0.0136]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;no_reasoner;[33.115092754364014, 0.4441415721364736];[2.5779, 0.0003];[0.0141, 0.0006];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6058, 0.0087];[0.3455, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3647, 0.0051];[0.2152, 0.0103];[0.5142, 0.0];[0.6633, 0.0076];[0.5815, 0.0078];[0.6823, 0.0181];[0.5855, 0.0072];[0.5153, 0.0086];[0.5653, 0.0103]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;sbr;[105.29551115036011, 15.464330713426545];[0.0786, 0.0037];[0.0404, 0.0022];[0.1169, 0.006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9994, 0.0006];[0.9986, 0.001];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1464, 0.0075];[0.1467, 0.0081];[0.146, 0.0071];[0.6886, 0.0175];[0.596, 0.0231];[0.7242, 0.0121];[0.7129, 0.0148];[0.6137, 0.0174];[0.7685, 0.0178]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;rnm;[123.48662037849427, 15.645503740608813];[0.0307, 0.0008];[0.0154, 0.0007];[0.0461, 0.0013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1851, 0.0081];[0.1948, 0.0084];[0.1753, 0.0077];[0.6674, 0.0101];[0.5758, 0.0145];[0.6944, 0.0209];[0.6943, 0.013];[0.5855, 0.0166];[0.7532, 0.0246]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;dcr;[501.92369503974913, 18.865294750824116];[1.1043, 0.0171];[0.4327, 0.0101];[0.7669, 0.0115];[0.9657, 0.0027];[0.9336, 0.0058];[1.0, 0.0];[0.9251, 0.0019];[0.8557, 0.004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.9576, 0.013];[0.3627, 0.0042];[0.4646, 0.0044];[0.7073, 0.0146];[0.5927, 0.0209];[0.7645, 0.0134];[0.7023, 0.0149];[0.5831, 0.0181];[0.7629, 0.023]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;r2n;[253.0318428516388, 31.58578036191244];[0.0151, 0.0005];[0.0157, 0.0007];[0.0145, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2226, 0.0131];[0.1999, 0.0077];[0.2453, 0.0196];[0.6739, 0.0078];[0.5863, 0.007];[0.7008, 0.0131];[0.6611, 0.012];[0.5782, 0.0113];[0.6694, 0.0186]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;no_reasoner;[32.46364073753357, 0.3220283492430084];[2.5779, 0.0003];[0.0141, 0.0006];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6058, 0.0087];[0.3455, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3647, 0.0051];[0.2152, 0.0103];[0.5142, 0.0];[0.6633, 0.0076];[0.5815, 0.0078];[0.6823, 0.0181];[0.5855, 0.0072];[0.5153, 0.0086];[0.5653, 0.0103]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;sbr;[100.06229615211487, 1.181109612377525];[0.0847, 0.0042];[0.0448, 0.0034];[0.1245, 0.0052];[0.9996, 0.0002];[0.9992, 0.0004];[1.0, 0.0];[0.999, 0.0007];[0.9979, 0.0015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1404, 0.0101];[0.1401, 0.0107];[0.1407, 0.0099];[0.7008, 0.0136];[0.6, 0.0229];[0.7435, 0.0107];[0.7217, 0.0134];[0.6121, 0.0208];[0.7944, 0.0128]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;rnm;[115.33189334869385, 1.3242664780523685];[0.0331, 0.001];[0.0176, 0.0009];[0.0486, 0.0013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1706, 0.0069];[0.1792, 0.0074];[0.1619, 0.0064];[0.6872, 0.0039];[0.5887, 0.0072];[0.721, 0.0145];[0.7136, 0.007];[0.604, 0.0138];[0.7669, 0.0118]
pharmkg_supersmall_reason_2np;backward_2;complex;amie;100;0.5;1;dcr;[450.0252547264099, 5.897259695639251];[1.5631, 0.0161];[0.2852, 0.0089];[1.6886, 0.0607];[0.9888, 0.0023];[0.9788, 0.0043];[1.0, 0.0];[0.8949, 0.0153];[0.8058, 0.027];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.2499, 0.0278];[0.3434, 0.0036];[0.9835, 0.0251];[0.712, 0.0088];[0.5968, 0.0081];[0.7734, 0.02];[0.6908, 0.0103];[0.5847, 0.0157];[0.7411, 0.0242]
pharmkg_supersmall_reason_3p;backward_prune_3;complex;amie;100;0.5;1;r2n;[208.14309558868408, 8.553026247213003];[0.0151, 0.0003];[0.0157, 0.0005];[0.0145, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2196, 0.0073];[0.2046, 0.0049];[0.2345, 0.0106];[0.6719, 0.0155];[0.5944, 0.021];[0.6871, 0.016];[0.6611, 0.0146];[0.5798, 0.0185];[0.6815, 0.0258]
