Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S1_p;known;distmult;100;0.5;1;rnm;[12.409111309051514, 0.8718117611773019];[0.0138, 0.0005];[0.012, 0.0004];[0.0156, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3924, 0.0437];[0.4012, 0.0474];[0.3836, 0.04];[0.9262, 0.0208];[0.886, 0.0301];[0.958, 0.0147];[0.966, 0.012];[0.992, 0.0098];[0.9292, 0.0201];[0.886, 0.0301];[0.962, 0.0172];[0.982, 0.0133];[1.0, 0.0];[0.3747, 0.0627];[0.4157, 0.0785];[0.3338, 0.0476];[0.9273, 0.0247];[0.896, 0.0344];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9327, 0.0236];[0.896, 0.0344];[0.968, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;distmult;100;0.5;1;gsbr;[12.59862036705017, 0.8129574987511999];[0.0118, 0.0003];[0.0119, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4054, 0.0489];[0.4036, 0.0474];[0.4073, 0.0504];[0.9251, 0.0195];[0.884, 0.0265];[0.956, 0.0185];[0.968, 0.0117];[0.992, 0.0098];[0.9295, 0.0228];[0.888, 0.0299];[0.962, 0.0232];[0.972, 0.0147];[0.992, 0.0098];[0.4156, 0.084];[0.4195, 0.0802];[0.4117, 0.0881];[0.9247, 0.0275];[0.892, 0.0412];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9365, 0.0301];[0.912, 0.0412];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;distmult;100;0.5;1;cdcr;[14.980631494522095, 0.9492926473305737];[0.0187, 0.004];[0.0134, 0.002];[0.0165, 0.0057];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3823, 0.0459];[0.3805, 0.0458];[0.3767, 0.0461];[0.9213, 0.0191];[0.882, 0.0279];[0.952, 0.0194];[0.962, 0.016];[0.992, 0.0098];[0.9276, 0.0263];[0.886, 0.035];[0.962, 0.0271];[0.968, 0.0204];[0.994, 0.008];[0.3827, 0.073];[0.4014, 0.0743];[0.3565, 0.0812];[0.9223, 0.0335];[0.888, 0.0515];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9355, 0.0371];[0.904, 0.0557];[0.952, 0.0325];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;distmult;100;0.5;1;no_reasoner;[14.271019554138183, 1.0323566839925162];[2.5768, 0.0001];[0.0119, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9066, 0.0216];[0.4108, 0.0431];[1.4023, 0.0];[0.9183, 0.023];[0.872, 0.0337];[0.96, 0.0126];[0.966, 0.015];[0.992, 0.0075];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7544, 0.0407];[0.4239, 0.0814];[3.085, 0.0];[0.9188, 0.0251];[0.884, 0.0344];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;dcr;[14.99589467048645, 1.2255953203836474];[1.2229, 0.0042];[1.5442, 0.0062];[0.8944, 0.0024];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.7824, 0.0063];[0.626, 0.0094];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3494, 0.0124];[0.4262, 0.0064];[0.2656, 0.0198];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.7966, 0.0265];[0.738, 0.0319];[0.816, 0.0258];[0.87, 0.011];[0.976, 0.008];[0.5287, 0.0342];[0.9157, 0.0274];[0.1347, 0.0635];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.982, 0.0124];[0.968, 0.0204];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;r2n;[14.085679197311402, 1.1224028036319795];[1.4931, 0.0045];[1.5442, 0.0062];[1.4419, 0.0054];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6067, 0.0124];[0.3212, 0.0222];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4118, 0.0056];[0.4262, 0.0064];[0.3974, 0.0083];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6451, 0.0202];[0.56, 0.0179];[0.632, 0.0407];[0.722, 0.0453];[0.962, 0.0075];[0.8887, 0.0211];[0.9157, 0.0274];[0.8617, 0.0162];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.737, 0.0223];[0.612, 0.0299];[0.82, 0.0593];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;sbr;[13.405963897705078, 1.2825349272685662];[1.5316, 0.0053];[1.5442, 0.0062];[1.5191, 0.0055];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.642, 0.0138];[0.3753, 0.0222];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4211, 0.0051];[0.4262, 0.0064];[0.4161, 0.0039];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6538, 0.0231];[0.564, 0.0287];[0.654, 0.0377];[0.764, 0.0258];[0.974, 0.0102];[0.9035, 0.0254];[0.9157, 0.0274];[0.8914, 0.0239];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.7667, 0.0343];[0.624, 0.0496];[0.896, 0.0463];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;rnm;[12.977513074874878, 1.0865367080440997];[1.537, 0.0054];[1.5442, 0.0062];[1.5298, 0.0051];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6289, 0.0128];[0.3563, 0.0183];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4231, 0.0054];[0.4262, 0.0064];[0.4201, 0.0045];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6484, 0.0223];[0.562, 0.0279];[0.646, 0.032];[0.738, 0.016];[0.972, 0.0117];[0.9092, 0.0267];[0.9157, 0.0274];[0.9027, 0.0261];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.7573, 0.0341];[0.616, 0.048];[0.876, 0.0612];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;gsbr;[13.682835054397582, 1.4282569968654577];[1.5316, 0.0053];[1.5442, 0.0062];[1.5191, 0.0055];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.642, 0.0138];[0.3753, 0.0222];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4211, 0.0051];[0.4262, 0.0064];[0.4161, 0.0039];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6538, 0.0231];[0.564, 0.0287];[0.654, 0.0377];[0.764, 0.0258];[0.974, 0.0102];[0.9035, 0.0254];[0.9157, 0.0274];[0.8914, 0.0239];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.7667, 0.0343];[0.624, 0.0496];[0.896, 0.0463];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;cdcr;[15.866455078125, 1.4183808794785582];[1.2412, 0.0063];[1.5442, 0.0062];[0.931, 0.008];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.775, 0.0087];[0.6113, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3483, 0.0079];[0.4262, 0.0064];[0.2633, 0.0119];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.8005, 0.0226];[0.724, 0.032];[0.836, 0.012];[0.884, 0.012];[0.976, 0.008];[0.4653, 0.0137];[0.9157, 0.0274];[0.0078, 0.0002];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;100;0.5;1;no_reasoner;[15.145233201980592, 1.5762334880521436];[3.3429, 0.0031];[1.5442, 0.0062];[5.1417, 0.0];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9135, 0.0037];[0.4248, 0.0075];[1.4023, 0.0];[0.6338, 0.0139];[0.542, 0.0133];[0.634, 0.0233];[0.706, 0.015];[0.95, 0.0063];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;complex;100;0.5;1;dcr;[16.083257722854615, 1.44168050672635];[0.0155, 0.0004];[0.0118, 0.0003];[0.0117, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3914, 0.0471];[0.3847, 0.0436];[0.3907, 0.0505];[0.9291, 0.0168];[0.894, 0.0206];[0.956, 0.0196];[0.966, 0.015];[0.992, 0.0098];[0.9424, 0.0205];[0.912, 0.0286];[0.968, 0.016];[0.97, 0.0141];[0.996, 0.0049];[0.3873, 0.0708];[0.3891, 0.0694];[0.3781, 0.072];[0.9332, 0.0245];[0.904, 0.0388];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9473, 0.0255];[0.928, 0.0371];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;complex;100;0.5;1;r2n;[14.34761290550232, 1.2963669033760774];[0.0201, 0.009];[0.0118, 0.0003];[0.0284, 0.0182];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9974, 0.0033];[0.9948, 0.0065];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3366, 0.0355];[0.3339, 0.0355];[0.3394, 0.0358];[0.9304, 0.0092];[0.904, 0.0102];[0.948, 0.0172];[0.958, 0.016];[0.992, 0.0098];[0.953, 0.0226];[0.932, 0.0256];[0.97, 0.0297];[0.974, 0.0265];[0.992, 0.0075];[0.3369, 0.0559];[0.3587, 0.0547];[0.3152, 0.0655];[0.9242, 0.0269];[0.888, 0.0412];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0];[0.9501, 0.0435];[0.928, 0.0627];[0.952, 0.0466];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;complex;100;0.5;1;sbr;[14.383257913589478, 1.6405765124519631];[0.0194, 0.001];[0.0156, 0.001];[0.0231, 0.0011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4033, 0.0485];[0.4063, 0.0482];[0.4003, 0.0488];[0.9153, 0.0314];[0.874, 0.0432];[0.946, 0.025];[0.962, 0.0232];[0.992, 0.0098];[0.9365, 0.0359];[0.896, 0.0546];[0.968, 0.0248];[0.986, 0.015];[1.0, 0.0];[0.3586, 0.05];[0.4098, 0.069];[0.3074, 0.0316];[0.933, 0.0191];[0.904, 0.0294];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9638, 0.0203];[0.944, 0.032];[0.984, 0.015];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;complex;100;0.5;1;rnm;[13.923500061035156, 1.575676354733628];[0.0135, 0.0005];[0.0119, 0.0003];[0.0152, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4055, 0.0442];[0.4141, 0.0471];[0.397, 0.0413];[0.9265, 0.0191];[0.886, 0.0265];[0.96, 0.0155];[0.964, 0.0136];[0.992, 0.0098];[0.9284, 0.0183];[0.886, 0.0265];[0.96, 0.0155];[0.978, 0.0147];[1.0, 0.0];[0.3795, 0.0543];[0.4196, 0.0705];[0.3394, 0.0389];[0.9327, 0.0214];[0.904, 0.032];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9377, 0.0195];[0.904, 0.032];[0.964, 0.008];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;complex;100;0.5;1;gsbr;[14.10308198928833, 1.4539776810130576];[0.0118, 0.0003];[0.0118, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4149, 0.0475];[0.4154, 0.0476];[0.4144, 0.0475];[0.925, 0.0186];[0.884, 0.0258];[0.958, 0.016];[0.964, 0.0136];[0.992, 0.0098];[0.9253, 0.0188];[0.884, 0.0258];[0.96, 0.0179];[0.966, 0.0162];[0.992, 0.0098];[0.42, 0.0721];[0.4212, 0.0707];[0.4188, 0.0735];[0.9329, 0.0216];[0.904, 0.032];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9331, 0.0219];[0.904, 0.032];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;complex;100;0.5;1;cdcr;[16.985833597183227, 1.918433522299286];[0.0191, 0.0044];[0.0137, 0.0023];[0.017, 0.0063];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3928, 0.0378];[0.3908, 0.0368];[0.3873, 0.0388];[0.9241, 0.0248];[0.886, 0.0356];[0.952, 0.0232];[0.964, 0.0206];[0.992, 0.0098];[0.9293, 0.0311];[0.888, 0.0435];[0.962, 0.0286];[0.974, 0.0215];[0.994, 0.008];[0.3829, 0.0636];[0.4023, 0.0689];[0.3561, 0.0698];[0.9283, 0.0272];[0.896, 0.0427];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9437, 0.0354];[0.916, 0.0528];[0.96, 0.0335];[1.0, 0.0];[1.0, 0.0]
