Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
pharmkg_supersmall;domainbody;complex;ncrl;100;0.5;1;dcr;[120.56715574264527, 14.429791560213346];[0.0758, 0.0006];[0.0124, 0.0003];[0.0148, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2739, 0.0103];[0.213, 0.0101];[0.2104, 0.0101];[0.668, 0.0116];[0.5903, 0.0152];[0.6855, 0.0193];[0.6764, 0.0103];[0.596, 0.0121];[0.6992, 0.0199]
pharmkg_supersmall;domainbody;complex;amie;100;0.5;1;dcr;[388.31101789474485, 17.18471569573841];[0.3771, 0.0016];[0.014, 0.001];[0.0186, 0.0023];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5803, 0.0098];[0.2221, 0.0095];[0.2169, 0.0098];[0.6683, 0.0113];[0.5903, 0.016];[0.6855, 0.0128];[0.6782, 0.0127];[0.5952, 0.0185];[0.7048, 0.0109]
pharmkg_supersmall;domainbody;complex;ncrl;100;0.5;1;r2n;[90.40656008720399, 21.20507708354636];[0.0135, 0.0002];[0.0122, 0.0002];[0.0148, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2218, 0.0156];[0.2238, 0.0159];[0.2198, 0.0153];[0.6596, 0.0146];[0.5879, 0.0152];[0.6726, 0.0176];[0.6598, 0.0156];[0.5879, 0.0162];[0.6726, 0.019]
pharmkg_supersmall;domainbody;complex;amie;100;0.5;1;r2n;[162.52012252807617, 21.63995446048167];[0.0136, 0.0001];[0.0123, 0.0001];[0.0149, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.215, 0.0101];[0.2173, 0.0103];[0.2128, 0.01];[0.6651, 0.0095];[0.5911, 0.0129];[0.6823, 0.0121];[0.6666, 0.0094];[0.5927, 0.0135];[0.6831, 0.0104]
pharmkg_supersmall;domainbody;complex;ncrl;100;0.5;1;gsbr;[82.12096018791199, 21.555282698482017];[0.0122, 0.0002];[0.0122, 0.0002];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2181, 0.015];[0.2183, 0.015];[0.2179, 0.0151];[0.6628, 0.0156];[0.5911, 0.0202];[0.6702, 0.0166];[0.6631, 0.0156];[0.5911, 0.0202];[0.6702, 0.0166]
pharmkg_supersmall;domainbody;complex;amie;100;0.5;1;gsbr;[133.22436127662658, 21.580328947982903];[0.0123, 0.0001];[0.0123, 0.0001];[0.0123, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2157, 0.012];[0.2158, 0.012];[0.2156, 0.0119];[0.6639, 0.0087];[0.5887, 0.0102];[0.6782, 0.0249];[0.6638, 0.0088];[0.5887, 0.0102];[0.6782, 0.0249]
pharmkg_supersmall;domainbody;complex;ncrl;100;0.5;1;cdcr;[156.40941195487977, 23.33925883840832];[0.0895, 0.0156];[0.0208, 0.0091];[0.0338, 0.0218];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2631, 0.008];[0.201, 0.0079];[0.2007, 0.008];[0.6862, 0.0129];[0.6056, 0.0147];[0.7081, 0.0188];[0.6849, 0.0121];[0.604, 0.0147];[0.7081, 0.0185]
pharmkg_supersmall;domainbody;complex;amie;100;0.5;1;cdcr;[533.0675440788269, 8.962827924922601];[0.3965, 0.0122];[0.0229, 0.0055];[0.0483, 0.0181];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.577, 0.0301];[0.2156, 0.0272];[0.2166, 0.033];[0.6778, 0.0099];[0.5976, 0.0115];[0.7016, 0.0105];[0.6859, 0.0131];[0.6065, 0.0132];[0.7137, 0.0165]
pharmkg_supersmall;domainbody;complex;ncrl;100;0.5;1;no_reasoner;[31.9576265335083, 10.452305509220949];[2.577, 0.0001];[0.0123, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6062, 0.0084];[0.3457, 0.0139];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3664, 0.0047];[0.2187, 0.0094];[0.5142, 0.0];[0.6699, 0.0098];[0.5976, 0.0138];[0.6815, 0.0161];[0.5884, 0.0075];[0.5161, 0.0072];[0.5702, 0.0104]
pharmkg_supersmall;domainbody;complex;amie;100;0.5;1;no_reasoner;[29.208689975738526, 4.9416639838509155];[2.577, 0.0001];[0.0123, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6062, 0.0084];[0.3457, 0.0139];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3664, 0.0047];[0.2187, 0.0094];[0.5142, 0.0];[0.6699, 0.0098];[0.5976, 0.0138];[0.6815, 0.0161];[0.5884, 0.0075];[0.5161, 0.0072];[0.5702, 0.0104]
kinship_family_small;known;complex;ncrl;100;0.5;1;dcr;[347.62983627319335, 5.4591685139968416];[0.2998, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7563, 0.001];[0.4685, 0.001];[0.4685, 0.001];[0.5603, 0.0086];[0.527, 0.0098];[0.557, 0.0089];[0.5603, 0.0086];[0.527, 0.0098];[0.557, 0.0089]
kinship_family_small;known;complex;amie;100;0.5;1;dcr;[378.733750295639, 8.96907317735412];[0.3717, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.8283, 0.0008];[0.4685, 0.0009];[0.4685, 0.0008];[0.5598, 0.0068];[0.5265, 0.008];[0.5544, 0.0073];[0.562, 0.0071];[0.5285, 0.0085];[0.5567, 0.0079]
kinship_family_small;known;complex;None;100;0.5;1;dcr;[182.59525294303893, 12.194408522576317];[0.1595, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.616, 0.0011];[0.4685, 0.0011];[0.4686, 0.0011];[0.559, 0.0055];[0.5241, 0.007];[0.5555, 0.0049];[0.56, 0.0057];[0.525, 0.0074];[0.557, 0.0049]
kinship_family_small;known;complex;ncrl;100;0.5;1;r2n;[306.9558425426483, 7.458576166684263];[0.0133, 0.0];[0.012, 0.0001];[0.0146, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4678, 0.001];[0.4678, 0.001];[0.4678, 0.001];[0.5604, 0.0087];[0.527, 0.0098];[0.5567, 0.009];[0.5604, 0.0087];[0.527, 0.0098];[0.5567, 0.009]
kinship_family_small;known;complex;amie;100;0.5;1;r2n;[292.2150282859802, 13.77758990393581];[0.0133, 0.0];[0.012, 0.0001];[0.0147, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4666, 0.0023];[0.4666, 0.0023];[0.4666, 0.0023];[0.5629, 0.0067];[0.5282, 0.0065];[0.5596, 0.0087];[0.5655, 0.0066];[0.5308, 0.0063];[0.5625, 0.0087]
kinship_family_small;known;complex;None;100;0.5;1;r2n;[140.63452048301696, 3.7657627544405448];[0.0133, 0.0001];[0.012, 0.0001];[0.0146, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4672, 0.0026];[0.4672, 0.0026];[0.4672, 0.0026];[0.5617, 0.0064];[0.5262, 0.0041];[0.559, 0.0062];[0.563, 0.0064];[0.5273, 0.0044];[0.5605, 0.0062]
kinship_family_small;known;complex;ncrl;100;0.5;1;gsbr;[166.67583346366882, 2.6130140330365172];[0.012, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4675, 0.0027];[0.4675, 0.0027];[0.4675, 0.0027];[0.5616, 0.0075];[0.5259, 0.0052];[0.5567, 0.0108];[0.5616, 0.0075];[0.5259, 0.0052];[0.5567, 0.0108]
kinship_family_small;known;complex;amie;100;0.5;1;gsbr;[159.19415040016173, 2.0370525886047393];[0.012, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4673, 0.0023];[0.4673, 0.0023];[0.4673, 0.0023];[0.5623, 0.0055];[0.5273, 0.004];[0.5576, 0.0081];[0.5644, 0.0054];[0.5291, 0.0037];[0.5602, 0.0079]
kinship_family_small;known;complex;None;100;0.5;1;gsbr;[86.5562343120575, 3.210613000289251];[0.012, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4678, 0.0026];[0.4678, 0.0026];[0.4678, 0.0026];[0.5621, 0.0064];[0.5262, 0.0049];[0.559, 0.007];[0.5632, 0.0063];[0.527, 0.0049];[0.5605, 0.007]
kinship_family_small;known;complex;ncrl;100;0.5;1;cdcr;[453.38192162513735, 8.999771492341038];[0.2997, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7553, 0.002];[0.4675, 0.002];[0.4675, 0.002];[0.5584, 0.007];[0.5244, 0.0057];[0.552, 0.0108];[0.5584, 0.007];[0.5244, 0.0057];[0.552, 0.0108]
kinship_family_small;known;complex;amie;100;0.5;1;cdcr;[545.1808398246765, 19.419925176666503];[0.3717, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.8271, 0.0021];[0.4673, 0.0022];[0.4673, 0.0021];[0.5554, 0.0064];[0.5203, 0.005];[0.5532, 0.0074];[0.5563, 0.0055];[0.5209, 0.0044];[0.5544, 0.0069]
kinship_family_small;known;complex;None;100;0.5;1;cdcr;[240.1909773349762, 11.561298946386604];[0.1595, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6145, 0.0023];[0.467, 0.0023];[0.467, 0.0023];[0.5579, 0.0059];[0.5203, 0.0056];[0.5573, 0.0077];[0.5586, 0.0064];[0.5209, 0.006];[0.5581, 0.0082]
kinship_family_small;known;complex;ncrl;100;0.5;1;no_reasoner;[40.485235929489136, 0.4989564697842053];[2.5768, 0.0];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6071, 0.0031];[0.3373, 0.0056];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3074, 0.001];[0.462, 0.002];[0.1527, 0.0];[0.5635, 0.0064];[0.5265, 0.0053];[0.561, 0.0114];[0.525, 0.0046];[0.5047, 0.0021];[0.5166, 0.0031]
kinship_family_small;known;complex;amie;100;0.5;1;no_reasoner;[40.545017910003665, 0.221318408509186];[2.5768, 0.0];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6071, 0.0031];[0.3373, 0.0056];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3074, 0.001];[0.462, 0.002];[0.1527, 0.0];[0.5635, 0.0064];[0.5265, 0.0053];[0.561, 0.0114];[0.525, 0.0046];[0.5047, 0.0021];[0.5166, 0.0031]
kinship_family_small;known;complex;None;100;0.5;1;no_reasoner;[46.27212514877319, 11.82576977057046];[2.5768, 0.0];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6071, 0.0031];[0.3373, 0.0056];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3074, 0.001];[0.462, 0.002];[0.1527, 0.0];[0.5635, 0.0064];[0.5265, 0.0053];[0.561, 0.0114];[0.525, 0.0046];[0.5047, 0.0021];[0.5166, 0.0031]
