seed;model_name;dataset_name;grounder;kge;rule_miner;kge_atom_embedding_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;batch_size;val_batch_size;test_batch_size;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time
[0, 1, 2, 3, 4];r2n;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-r2n-None-1-100;4;[0.498, 0.248];[0.538, 0.263];[0.457, 0.235];[0.989, 0.009];[0.978, 0.018];[1.0, 0.0];[0.991, 0.007];[0.983, 0.014];[1.0, 0.0];[0.341, 0.054];[0.324, 0.045];[0.358, 0.063];[0.63, 0.091];[0.596, 0.099];[0.622, 0.094];[0.821, 0.012];[0.798, 0.013];[0.832, 0.017];[0.366, 0.008];[0.404, 0.015];[0.327, 0.025];[0.835, 0.047];[0.744, 0.087];[0.908, 0.01];[0.964, 0.034];[0.948, 0.047];[0.976, 0.029];[39.512, 1.488]
[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-no_reasoner-None-1-100;4;[0.14, 0.229];[0.14, 0.229];[0.14, 0.229];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.368, 0.056];[0.368, 0.056];[0.368, 0.056];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.368, 0.061];[0.368, 0.061];[0.368, 0.061];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[15.309, 1.669]
[0, 1, 2, 3, 4];sbr;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-sbr-None-1-100;4;[0.014, 0.026];[0.015, 0.027];[0.014, 0.026];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.39, 0.045];[0.39, 0.045];[0.39, 0.045];[0.797, 0.015];[0.766, 0.026];[0.808, 0.012];[0.806, 0.01];[0.782, 0.016];[0.81, 0.011];[0.418, 0.104];[0.418, 0.104];[0.417, 0.105];[0.907, 0.013];[0.852, 0.027];[0.948, 0.032];[0.911, 0.009];[0.86, 0.013];[0.948, 0.032];[33.623, 1.537]
[0, 1, 2, 3, 4];rnm;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-rnm-None-1-100;4;[0.144, 0.231];[0.144, 0.231];[0.144, 0.231];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.398, 0.066];[0.398, 0.066];[0.398, 0.066];[0.807, 0.013];[0.782, 0.013];[0.812, 0.012];[0.807, 0.013];[0.782, 0.013];[0.812, 0.012];[0.426, 0.113];[0.426, 0.113];[0.426, 0.113];[0.912, 0.018];[0.864, 0.02];[0.944, 0.032];[0.912, 0.018];[0.864, 0.02];[0.944, 0.032];[34.221, 1.846]
[0, 1, 2, 3, 4];dcr;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-dcr-None-1-100;4;[0.169, 0.135];[0.138, 0.12];[0.135, 0.12];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.397, 0.103];[0.364, 0.117];[0.364, 0.117];[0.791, 0.024];[0.766, 0.029];[0.792, 0.019];[0.8, 0.015];[0.778, 0.017];[0.8, 0.014];[0.35, 0.038];[0.319, 0.039];[0.314, 0.041];[0.906, 0.032];[0.852, 0.047];[0.952, 0.03];[0.912, 0.026];[0.864, 0.034];[0.952, 0.03];[48.147, 2.263]
[0, 1, 2, 3, 4];r2n;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-r2n-None-1-100;4;[0.498, 0.248];[0.538, 0.263];[0.457, 0.235];[0.989, 0.009];[0.978, 0.018];[1.0, 0.0];[0.991, 0.007];[0.983, 0.014];[1.0, 0.0];[0.341, 0.054];[0.324, 0.045];[0.358, 0.063];[0.63, 0.091];[0.596, 0.099];[0.622, 0.094];[0.821, 0.012];[0.798, 0.013];[0.832, 0.017];[0.366, 0.008];[0.404, 0.015];[0.327, 0.025];[0.835, 0.047];[0.744, 0.087];[0.908, 0.01];[0.964, 0.034];[0.948, 0.047];[0.976, 0.029];[40.098, 2.355]
[0, 1, 2, 3, 4];no_reasoner;countries_s3;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-no_reasoner-None-1-100;4;[0.042, 0.082];[0.042, 0.082];[0.042, 0.082];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.461, 0.073];[0.461, 0.073];[0.461, 0.073];[0.73, 0.006];[0.71, 0.006];[0.724, 0.01];[0.73, 0.006];[0.71, 0.006];[0.724, 0.01];[0.497, 0.075];[0.497, 0.075];[0.497, 0.075];[0.832, 0.019];[0.74, 0.036];[0.908, 0.024];[0.832, 0.019];[0.74, 0.036];[0.908, 0.024];[15.032, 2.207]
[0, 1, 2, 3, 4];sbr;countries_s3;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-sbr-None-1-100;4;[0.151, 0.244];[0.149, 0.245];[0.153, 0.243];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.428, 0.094];[0.387, 0.065];[0.469, 0.124];[0.711, 0.005];[0.688, 0.007];[0.706, 0.008];[0.737, 0.015];[0.696, 0.019];[0.73, 0.013];[0.38, 0.041];[0.41, 0.045];[0.349, 0.044];[0.823, 0.01];[0.72, 0.013];[0.916, 0.015];[0.961, 0.008];[0.936, 0.015];[0.984, 0.008];[44.935, 2.103]
[0, 1, 2, 3, 4];rnm;countries_s3;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-rnm-None-1-100;4;[0.042, 0.082];[0.041, 0.082];[0.043, 0.082];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.465, 0.068];[0.464, 0.067];[0.466, 0.068];[0.731, 0.004];[0.712, 0.004];[0.724, 0.01];[0.732, 0.004];[0.712, 0.004];[0.724, 0.01];[0.464, 0.055];[0.489, 0.063];[0.438, 0.048];[0.835, 0.02];[0.744, 0.039];[0.912, 0.02];[0.837, 0.021];[0.744, 0.039];[0.928, 0.032];[45.394, 2.377]
[0, 1, 2, 3, 4];dcr;countries_s3;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-dcr-None-1-100;4;[0.013, 0.005];[0.004, 0.005];[0.017, 0.005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.567, 0.067];[0.477, 0.048];[0.65, 0.087];[0.731, 0.013];[0.712, 0.013];[0.72, 0.013];[0.756, 0.008];[0.722, 0.007];[0.75, 0.017];[0.439, 0.07];[0.47, 0.072];[0.402, 0.07];[0.836, 0.019];[0.744, 0.027];[0.908, 0.02];[0.968, 0.005];[0.944, 0.008];[0.988, 0.016];[59.673, 3.295]
[0, 1, 2, 3, 4];r2n;countries_s3;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-r2n-None-1-100;4;[0.566, 0.09];[0.604, 0.092];[0.527, 0.088];[0.999, 0.002];[0.998, 0.004];[1.0, 0.0];[0.999, 0.001];[0.999, 0.001];[1.0, 0.0];[0.366, 0.01];[0.342, 0.009];[0.39, 0.021];[0.647, 0.03];[0.614, 0.034];[0.65, 0.03];[0.752, 0.01];[0.728, 0.012];[0.752, 0.013];[0.372, 0.008];[0.407, 0.009];[0.337, 0.007];[0.809, 0.019];[0.712, 0.027];[0.88, 0.036];[0.896, 0.01];[0.844, 0.015];[0.932, 0.02];[47.117, 2.803]
[0, 1, 2, 3, 4];no_reasoner;countries_s3;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-no_reasoner-None-1-100;4;[0.042, 0.082];[0.042, 0.082];[0.042, 0.082];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.461, 0.073];[0.461, 0.073];[0.461, 0.073];[0.73, 0.006];[0.71, 0.006];[0.724, 0.01];[0.73, 0.006];[0.71, 0.006];[0.724, 0.01];[0.497, 0.075];[0.497, 0.075];[0.497, 0.075];[0.832, 0.019];[0.74, 0.036];[0.908, 0.024];[0.832, 0.019];[0.74, 0.036];[0.908, 0.024];[15.314, 2.751]
[0, 1, 2, 3, 4];sbr;countries_s3;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-sbr-None-1-100;4;[0.291, 0.237];[0.289, 0.239];[0.292, 0.236];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.001];[0.999, 0.001];[1.0, 0.0];[0.429, 0.138];[0.357, 0.049];[0.5, 0.23];[0.699, 0.014];[0.676, 0.019];[0.696, 0.008];[0.731, 0.01];[0.694, 0.01];[0.734, 0.005];[0.462, 0.135];[0.409, 0.054];[0.515, 0.218];[0.81, 0.015];[0.7, 0.033];[0.884, 0.023];[0.939, 0.015];[0.888, 0.024];[1.0, 0.0];[93.62, 4.242]
[0, 1, 2, 3, 4];rnm;countries_s3;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-rnm-None-1-100;4;[0.002, 0.001];[0.001, 0.0];[0.004, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.501, 0.024];[0.494, 0.024];[0.507, 0.024];[0.733, 0.006];[0.71, 0.006];[0.728, 0.007];[0.733, 0.006];[0.71, 0.006];[0.728, 0.007];[0.5, 0.04];[0.522, 0.046];[0.477, 0.036];[0.836, 0.018];[0.744, 0.029];[0.912, 0.016];[0.839, 0.017];[0.744, 0.029];[0.936, 0.015];[94.22, 4.499]
[0, 1, 2, 3, 4];dcr;countries_s3;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-dcr-None-1-100;4;[0.074, 0.034];[0.024, 0.022];[0.041, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.599, 0.147];[0.416, 0.082];[0.678, 0.242];[0.726, 0.005];[0.702, 0.004];[0.728, 0.012];[0.73, 0.01];[0.69, 0.018];[0.736, 0.014];[0.575, 0.102];[0.392, 0.026];[0.655, 0.219];[0.842, 0.026];[0.752, 0.047];[0.912, 0.02];[0.949, 0.016];[0.912, 0.027];[0.992, 0.01];[113.594, 5.237]
[0, 1, 2, 3, 4];r2n;countries_s3;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-r2n-None-1-100;4;[0.558, 0.066];[0.624, 0.056];[0.492, 0.076];[0.996, 0.006];[0.993, 0.012];[1.0, 0.0];[0.998, 0.002];[0.997, 0.003];[1.0, 0.0];[0.395, 0.022];[0.342, 0.007];[0.447, 0.039];[0.623, 0.033];[0.59, 0.038];[0.622, 0.026];[0.752, 0.009];[0.724, 0.01];[0.738, 0.012];[0.362, 0.016];[0.408, 0.006];[0.315, 0.027];[0.775, 0.019];[0.664, 0.023];[0.844, 0.041];[0.997, 0.005];[0.996, 0.008];[1.0, 0.0];[103.373, 6.295]
[0, 1, 2, 3, 4];no_reasoner;countries_s3;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-no_reasoner-None-1-100;4;[0.042, 0.082];[0.042, 0.082];[0.042, 0.082];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.461, 0.073];[0.461, 0.073];[0.461, 0.073];[0.73, 0.006];[0.71, 0.006];[0.724, 0.01];[0.73, 0.006];[0.71, 0.006];[0.724, 0.01];[0.497, 0.075];[0.497, 0.075];[0.497, 0.075];[0.832, 0.019];[0.74, 0.036];[0.908, 0.024];[0.832, 0.019];[0.74, 0.036];[0.908, 0.024];[13.961, 0.017]
[0, 1, 2, 3, 4];sbr;countries_s3;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-sbr-None-1-100;4;[0.13, 0.147];[0.12, 0.151];[0.139, 0.143];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.422, 0.048];[0.342, 0.008];[0.501, 0.089];[0.703, 0.009];[0.678, 0.012];[0.694, 0.017];[0.731, 0.011];[0.69, 0.014];[0.72, 0.006];[0.484, 0.087];[0.391, 0.034];[0.577, 0.149];[0.818, 0.017];[0.72, 0.025];[0.896, 0.023];[0.943, 0.013];[0.908, 0.02];[0.976, 0.023];[126.946, 8.965]
[0, 1, 2, 3, 4];rnm;countries_s3;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-rnm-None-1-100;4;[0.003, 0.001];[0.0, 0.0];[0.006, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.493, 0.022];[0.488, 0.022];[0.498, 0.022];[0.735, 0.008];[0.71, 0.006];[0.734, 0.012];[0.735, 0.008];[0.71, 0.006];[0.734, 0.012];[0.478, 0.014];[0.497, 0.015];[0.458, 0.014];[0.842, 0.015];[0.752, 0.027];[0.928, 0.016];[0.845, 0.015];[0.752, 0.027];[0.948, 0.01];[128.493, 10.828]
[0, 1, 2, 3, 4];dcr;countries_s3;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-dcr-None-1-100;4;[0.199, 0.26];[0.135, 0.253];[0.153, 0.245];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.001];[0.999, 0.001];[1.0, 0.0];[0.64, 0.174];[0.487, 0.111];[0.684, 0.278];[0.725, 0.018];[0.698, 0.017];[0.726, 0.019];[0.736, 0.015];[0.704, 0.019];[0.732, 0.013];[0.664, 0.213];[0.49, 0.084];[0.728, 0.393];[0.849, 0.039];[0.776, 0.071];[0.884, 0.008];[0.924, 0.014];[0.884, 0.023];[0.96, 0.028];[173.356, 14.834]
[0, 1, 2, 3, 4];r2n;countries_s3;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-r2n-None-1-100;4;[0.496, 0.134];[0.577, 0.135];[0.415, 0.134];[0.989, 0.014];[0.978, 0.027];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.383, 0.016];[0.338, 0.015];[0.429, 0.035];[0.609, 0.044];[0.576, 0.044];[0.606, 0.046];[0.751, 0.01];[0.728, 0.012];[0.746, 0.015];[0.362, 0.009];[0.403, 0.015];[0.322, 0.011];[0.79, 0.027];[0.684, 0.034];[0.864, 0.05];[0.932, 0.05];[0.896, 0.077];[0.964, 0.039];[152.532, 12.322]
