Assuming 9 as type relation
Loading files... 
  Starting train_umls.tsv
  Finished train_umls.tsv, still running: 0
Loaded 1959 facts in 32 ms using -4 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  diagnoses  ?b  ?g  produces  ?a   => ?a  causes  ?b	0.036697248	0.444444444	0.666666667	4	9	6	-1
?g  contains  ?a  ?g  location_of  ?b   => ?a  causes  ?b	0.04587156	0.227272727	0.227272727	5	22	22	-1
?g  isa  ?a  ?g  prevents  ?b   => ?a  causes  ?b	0.018348624	0.090909091	0.2	2	22	10	-1
?g  precedes  ?b  ?g  process_of  ?a   => ?a  causes  ?b	0.027522936	0.027777778	0.272727273	3	108	11	-1
?g  assesses_effect_of  ?a  ?g  associated_with  ?b   => ?a  causes  ?b	0.073394495	0.150943396	0.216216216	8	53	37	-1
?g  associated_with  ?b  ?g  measurement_of  ?a   => ?a  causes  ?b	0.04587156	0.208333333	0.3125	5	24	16	-1
?g  affects  ?a  ?g  associated_with  ?b   => ?a  causes  ?b	0.027522936	0.02	0.272727273	3	150	11	-1
?g  manifestation_of  ?b  ?g  part_of  ?a   => ?a  causes  ?b	0.018348624	0.02247191	0.1	2	89	20	-1
?g  affects  ?b  ?g  measures  ?a   => ?a  causes  ?b	0.119266055	0.097744361	0.152941176	13	133	85	-1
?g  interacts_with  ?a  ?g  prevents  ?b   => ?a  causes  ?b	0.073394495	0.363636364	0.363636364	8	22	22	-1
?g  affects  ?b  ?g  uses  ?a   => ?a  causes  ?b	0.04587156	0.15625	0.15625	5	32	32	-1
?g  indicates  ?b  ?g  measurement_of  ?a   => ?a  causes  ?b	0.146788991	0.166666667	0.25	16	96	64	-1
?g  causes  ?b  ?g  isa  ?a   => ?a  causes  ?b	0.100917431	0.161764706	0.234042553	11	68	47	-1
?g  causes  ?b  ?g  consists_of  ?a   => ?a  causes  ?b	0.055045872	0.6	0.6	6	10	10	-1
?g  causes  ?b  ?g  ingredient_of  ?a   => ?a  causes  ?b	0.018348624	0.222222222	0.222222222	2	9	9	-1
?g  causes  ?b  ?g  interacts_with  ?a   => ?a  causes  ?b	0.458715596	0.264550265	0.297619048	50	189	168	-1
?g  affects  ?b  ?g  ingredient_of  ?a   => ?a  causes  ?b	0.018348624	0.2	0.2	2	10	10	-1
?g  produces  ?a  ?g  result_of  ?b   => ?a  causes  ?b	0.174311927	0.112426036	0.132867133	19	169	143	-1
?g  associated_with  ?b  ?g  produces  ?a   => ?a  causes  ?b	0.018348624	0.1	0.133333333	2	20	15	-1
?g  co-occurs_with  ?b  ?g  produces  ?a   => ?a  causes  ?b	0.04587156	0.178571429	0.2	5	28	25	-1
?h  complicates  ?a  ?b  precedes  ?h   => ?a  location_of  ?b	0.035714286	0.307692308	0.307692308	4	13	13	-2
?g  affects  ?b  ?g  interacts_with  ?a   => ?a  causes  ?b	0.220183486	0.115942029	0.115942029	24	207	207	-1
?g  affects  ?b  ?g  analyzes  ?a   => ?a  causes  ?b	0.091743119	0.172413793	0.172413793	10	58	58	-1
?h  complicates  ?a  ?b  degree_of  ?h   => ?a  location_of  ?b	0.053571429	0.272727273	0.272727273	6	22	22	-2
?h  disrupts  ?a  ?b  occurs_in  ?h   => ?a  location_of  ?b	0.053571429	0.4	0.4	6	15	15	-2
?h  complicates  ?a  ?b  occurs_in  ?h   => ?a  location_of  ?b	0.035714286	0.222222222	0.222222222	4	18	18	-2
?a  part_of  ?h  ?b  process_of  ?h   => ?a  location_of  ?b	0.285714286	0.258064516	0.258064516	32	124	124	-2
?a  location_of  ?h  ?b  occurs_in  ?h   => ?a  location_of  ?b	0.160714286	0.4	0.4	18	45	45	-2
?a  location_of  ?h  ?b  precedes  ?h   => ?a  location_of  ?b	0.205357143	0.442307692	0.442307692	23	52	52	-2
?b  associated_with  ?h  ?a  interacts_with  ?h   => ?a  location_of  ?b	0.017857143	0.181818182	0.2	2	11	10	-2
?b  associated_with  ?h  ?h  complicates  ?a   => ?a  location_of  ?b	0.035714286	0.059701493	0.117647059	4	67	34	-2
?b  associated_with  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.098214286	0.067073171	0.119565217	11	164	92	-2
?h  co-occurs_with  ?a  ?b  degree_of  ?h   => ?a  location_of  ?b	0.017857143	0.133333333	0.133333333	2	15	15	-2
?b  degree_of  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.258928571	0.467741935	0.467741935	29	62	62	-2
?b  interacts_with  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.053571429	0.101694915	0.285714286	6	59	21	-2
?h  complicates  ?a  ?b  process_of  ?h   => ?a  location_of  ?b	0.026785714	0.1	0.111111111	3	30	27	-2
?a  location_of  ?h  ?b  process_of  ?h   => ?a  location_of  ?b	0.375	0.281879195	0.3	42	149	140	-2
?b  affects  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.482142857	0.121076233	0.211764706	54	446	255	-2
?b  affects  ?h  ?a  part_of  ?h   => ?a  location_of  ?b	0.392857143	0.266666667	0.266666667	44	165	165	-2
?h  part_of  ?a  ?b  produces  ?h   => ?a  location_of  ?b	0.017857143	0.166666667	0.2	2	12	10	-2
?b  produces  ?h  ?h  surrounds  ?a   => ?a  location_of  ?b	0.017857143	0.25	0.333333333	2	8	6	-2
?a  produces  ?h  ?b  produces  ?h   => ?a  location_of  ?b	0.133928571	0.05952381	0.100671141	15	252	149	-2
?a  contains  ?h  ?b  produces  ?h   => ?a  location_of  ?b	0.0625	0.25	0.35	7	28	20	-2
?a  consists_of  ?h  ?b  produces  ?h   => ?a  location_of  ?b	0.017857143	0.222222222	0.4	2	9	5	-2
?h  complicates  ?a  ?b  isa  ?h   => ?a  location_of  ?b	0.026785714	0.230769231	0.230769231	3	13	13	-2
?b  isa  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.142857143	0.301886792	0.31372549	16	53	51	-2
?h  complicates  ?a  ?b  complicates  ?h   => ?a  location_of  ?b	0.044642857	0.087719298	0.108695652	5	57	46	-2
?h  co-occurs_with  ?a  ?b  complicates  ?h   => ?a  location_of  ?b	0.035714286	0.06779661	0.105263158	4	59	38	-2
?b  complicates  ?h  ?h  disrupts  ?a   => ?a  location_of  ?b	0.017857143	0.133333333	0.2	2	15	10	-2
?a  location_of  ?h  ?b  location_of  ?h   => ?a  location_of  ?b	0.098214286	0.057591623	0.135802469	11	191	81	-2
?b  location_of  ?h  ?a  produces  ?h   => ?a  location_of  ?b	0.026785714	0.06122449	0.107142857	3	49	28	-2
?a  co-occurs_with  ?h  ?b  occurs_in  ?h   => ?a  location_of  ?b	0.017857143	0.166666667	0.166666667	2	12	12	-2
?b  result_of  ?h  ?h  treats  ?a   => ?a  location_of  ?b	0.017857143	0.166666667	0.166666667	2	12	12	-2
?a  part_of  ?h  ?b  part_of  ?h   => ?a  location_of  ?b	0.071428571	0.074074074	0.177777778	8	108	45	-2
?a  location_of  ?h  ?b  result_of  ?h   => ?a  location_of  ?b	0.526785714	0.219330855	0.296482412	59	269	199	-2
?b  causes  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.089285714	0.031347962	0.105263158	10	319	95	-2
?b  diagnoses  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.017857143	0.037037037	0.166666667	2	54	12	-2
?a  location_of  ?h  ?b  treats  ?h   => ?a  location_of  ?b	0.035714286	0.105263158	0.444444444	4	38	9	-2
?b  co-occurs_with  ?h  ?h  disrupts  ?a   => ?a  location_of  ?b	0.044642857	0.5	0.5	5	10	10	-2
?b  complicates  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.214285714	0.150943396	0.19047619	24	159	126	-2
?b  location_of  ?h  ?a  part_of  ?h   => ?a  location_of  ?b	0.017857143	0.033333333	0.1	2	60	20	-2
?b  co-occurs_with  ?h  ?h  complicates  ?a   => ?a  location_of  ?b	0.035714286	0.285714286	0.285714286	4	14	14	-2
?b  co-occurs_with  ?h  ?a  location_of  ?h   => ?a  location_of  ?b	0.151785714	0.395348837	0.395348837	17	43	43	-2
?a  co-occurs_with  ?h  ?b  co-occurs_with  ?h   => ?a  location_of  ?b	0.017857143	0.1	0.1	2	20	20	-2
?h  complicates  ?a  ?b  manifestation_of  ?h   => ?a  location_of  ?b	0.035714286	0.078431373	0.117647059	4	51	34	-2
?h  disrupts  ?a  ?b  manifestation_of  ?h   => ?a  location_of  ?b	0.026785714	0.3	0.6	3	10	5	-2
?h  disrupts  ?a  ?b  result_of  ?h   => ?a  location_of  ?b	0.0625	0.175	0.28	7	40	25	-2
?a  location_of  ?h  ?b  manifestation_of  ?h   => ?a  location_of  ?b	0.303571429	0.244604317	0.373626374	34	139	91	-2
?a  location_of  ?h  ?b  part_of  ?h   => ?a  location_of  ?b	0.035714286	0.066666667	0.142857143	4	60	28	-2
?b  interacts_with  ?h  ?a  part_of  ?h   => ?a  location_of  ?b	0.107142857	0.139534884	0.375	12	86	32	-2
?b  co-occurs_with  ?h  ?h  produces  ?a   => ?a  location_of  ?b	0.017857143	0.111111111	0.111111111	2	18	18	-2
?h  causes  ?b  ?a  part_of  ?h   => ?a  location_of  ?b	0.098214286	0.392857143	0.392857143	11	28	28	-2
?a  location_of  ?h  ?b  prevents  ?h   => ?a  location_of  ?b	0.026785714	0.069767442	0.333333333	3	43	9	-2
?h  affects  ?b  ?a  produces  ?h   => ?a  location_of  ?b	0.1875	0.132911392	0.166666667	21	158	126	-2
?a  isa  ?h  ?h  location_of  ?b   => ?a  location_of  ?b	0.080357143	0.375	0.375	9	24	24	-2
?h  co-occurs_with  ?a  ?b  co-occurs_with  ?h   => ?a  location_of  ?b	0.017857143	0.166666667	0.166666667	2	12	12	-2
?h  complicates  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.196428571	0.20754717	0.20754717	22	106	106	-2
?h  affects  ?a  ?b  indicates  ?h   => ?a  location_of  ?b	0.017857143	0.041666667	0.111111111	2	48	18	-2
?a  isa  ?h  ?h  part_of  ?b   => ?a  location_of  ?b	0.035714286	0.129032258	0.363636364	4	31	11	-2
?h  part_of  ?b  ?a  part_of  ?h   => ?a  location_of  ?b	0.035714286	0.090909091	0.4	4	44	10	-2
?h  location_of  ?b  ?a  part_of  ?h   => ?a  location_of  ?b	0.116071429	0.134020619	0.134020619	13	97	97	-2
?h  interacts_with  ?b  ?a  part_of  ?h   => ?a  location_of  ?b	0.017857143	0.019607843	0.285714286	2	102	7	-2
?h  causes  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.116071429	0.216666667	0.216666667	13	60	60	-2
?h  complicates  ?b  ?a  produces  ?h   => ?a  location_of  ?b	0.169642857	0.133802817	0.133802817	19	142	142	-2
?h  causes  ?b  ?a  produces  ?h   => ?a  location_of  ?b	0.1875	0.136363636	0.136363636	21	154	154	-2
?a  location_of  ?h  ?h  part_of  ?b   => ?a  location_of  ?b	0.035714286	0.061538462	0.307692308	4	65	13	-2
?a  location_of  ?h  ?h  process_of  ?b   => ?a  location_of  ?b	0.366071429	0.15530303	0.288732394	41	264	142	-2
?a  location_of  ?h  ?h  result_of  ?b   => ?a  location_of  ?b	0.571428571	0.22614841	0.310679612	64	283	206	-2
?h  degree_of  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.232142857	0.426229508	0.426229508	26	61	61	-2
?a  location_of  ?h  ?h  precedes  ?b   => ?a  location_of  ?b	0.196428571	0.458333333	0.458333333	22	48	48	-2
?h  co-occurs_with  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.151785714	0.309090909	0.309090909	17	55	55	-2
?h  location_of  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.178571429	0.277777778	0.277777778	20	72	72	-2
?a  location_of  ?h  ?h  occurs_in  ?b   => ?a  location_of  ?b	0.133928571	0.145631068	0.384615385	15	103	39	-2
?h  isa  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.116071429	0.12037037	0.351351351	13	108	37	-2
?h  associated_with  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.107142857	0.146341463	0.196721311	12	82	61	-2
?a  location_of  ?h  ?h  measures  ?b   => ?a  location_of  ?b	0.035714286	0.072727273	0.153846154	4	55	26	-2
?a  co-occurs_with  ?h  ?h  manifestation_of  ?b   => ?a  location_of  ?b	0.044642857	0.138888889	0.138888889	5	36	36	-2
?h  diagnoses  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.035714286	0.5	0.5	4	8	8	-2
?a  location_of  ?h  ?h  prevents  ?b   => ?a  location_of  ?b	0.026785714	0.25	0.25	3	12	12	-2
?h  affects  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.491071429	0.147058824	0.251141553	55	374	219	-2
?g  associated_with  ?a  ?g  indicates  ?b   => ?a  location_of  ?b	0.017857143	0.125	0.125	2	16	16	-2
?a  location_of  ?h  ?h  manifestation_of  ?b   => ?a  location_of  ?b	0.357142857	0.305343511	0.305343511	40	131	131	-2
?g  diagnoses  ?b  ?g  disrupts  ?a   => ?a  location_of  ?b	0.026785714	0.272727273	0.272727273	3	11	11	-2
?h  causes  ?b  ?a  contains  ?h   => ?a  location_of  ?b	0.0625	0.35	0.35	7	20	20	-2
?g  disrupts  ?a  ?g  treats  ?b   => ?a  location_of  ?b	0.017857143	0.333333333	0.333333333	2	6	6	-2
?a  location_of  ?h  ?h  treats  ?b   => ?a  location_of  ?b	0.0625	0.291666667	0.291666667	7	24	24	-2
?g  diagnoses  ?a  ?g  evaluation_of  ?b   => ?a  location_of  ?b	0.017857143	0.25	0.25	2	8	8	-2
?h  interacts_with  ?b  ?a  location_of  ?h   => ?a  location_of  ?b	0.044642857	0.068493151	0.277777778	5	73	18	-2
?g  disrupts  ?a  ?g  result_of  ?b   => ?a  location_of  ?b	0.125	0.254545455	0.311111111	14	55	45	-2
?g  diagnoses  ?b  ?a  occurs_in  ?g   => ?a  location_of  ?b	0.026785714	0.2	0.2	3	15	15	-2
?g  disrupts  ?a  ?g  indicates  ?b   => ?a  location_of  ?b	0.026785714	0.25	0.25	3	12	12	-2
?a  developmental_form_of  ?h  ?h  location_of  ?b   => ?a  location_of  ?b	0.035714286	0.2	0.2	4	20	20	-2
?a  co-occurs_with  ?h  ?h  location_of  ?b   => ?a  location_of  ?b	0.026785714	0.142857143	0.142857143	3	21	21	-2
?g  associated_with  ?a  ?g  evaluation_of  ?b   => ?a  location_of  ?b	0.035714286	0.142857143	0.142857143	4	28	28	-2
?g  developmental_form_of  ?a  ?g  location_of  ?b   => ?a  location_of  ?b	0.017857143	0.142857143	0.142857143	2	14	14	-2
?g  diagnoses  ?a  ?g  diagnoses  ?b   => ?a  location_of  ?b	0.035714286	0.125	0.125	4	32	32	-2
?g  complicates  ?a  ?g  manifestation_of  ?b   => ?a  location_of  ?b	0.071428571	0.137931034	0.137931034	8	58	58	-2
?g  co-occurs_with  ?a  ?g  manifestation_of  ?b   => ?a  location_of  ?b	0.044642857	0.128205128	0.128205128	5	39	39	-2
?g  complicates  ?a  ?g  isa  ?b   => ?a  location_of  ?b	0.017857143	0.022222222	0.133333333	2	90	15	-2
?g  complicates  ?a  ?g  diagnoses  ?b   => ?a  location_of  ?b	0.017857143	0.1	0.1	2	20	20	-2
?g  complicates  ?a  ?g  process_of  ?b   => ?a  location_of  ?b	0.053571429	0.074074074	0.133333333	6	81	45	-2
?g  co-occurs_with  ?a  ?g  precedes  ?b   => ?a  location_of  ?b	0.017857143	0.2	0.2	2	10	10	-2
?g  location_of  ?b  ?g  surrounds  ?a   => ?a  location_of  ?b	0.053571429	0.315789474	0.315789474	6	19	19	-2
?g  causes  ?a  ?g  prevents  ?b   => ?a  location_of  ?b	0.026785714	0.125	0.125	3	24	24	-2
?g  complicates  ?a  ?g  location_of  ?b   => ?a  location_of  ?b	0.035714286	0.266666667	0.266666667	4	15	15	-2
?g  complicates  ?b  ?g  disrupts  ?a   => ?a  location_of  ?b	0.285714286	0.184971098	0.184971098	32	173	173	-2
?g  causes  ?b  ?g  disrupts  ?a   => ?a  location_of  ?b	0.151785714	0.184782609	0.184782609	17	92	92	-2
?g  complicates  ?a  ?g  part_of  ?b   => ?a  location_of  ?b	0.017857143	0.083333333	0.4	2	24	5	-2
?g  location_of  ?b  ?a  surrounds  ?g   => ?a  location_of  ?b	0.071428571	0.307692308	0.307692308	8	26	26	-2
?g  co-occurs_with  ?a  ?g  part_of  ?b   => ?a  location_of  ?b	0.017857143	0.083333333	0.4	2	24	5	-2
?g  complicates  ?a  ?g  precedes  ?b   => ?a  location_of  ?b	0.017857143	0.166666667	0.166666667	2	12	12	-2
?g  disrupts  ?a  ?g  prevents  ?b   => ?a  location_of  ?b	0.053571429	0.260869565	0.260869565	6	23	23	-2
?b  indicates  ?h  ?h  produces  ?a   => ?a  interacts_with  ?b	0.015151515	0.166666667	0.222222222	2	12	9	-1
?g  co-occurs_with  ?a  ?g  location_of  ?b   => ?a  location_of  ?b	0.026785714	0.2	0.2	3	15	15	-2
?a  associated_with  ?h  ?b  indicates  ?h   => ?a  interacts_with  ?b	0.022727273	0.12	0.5	3	25	6	-1
?a  affects  ?h  ?b  indicates  ?h   => ?a  interacts_with  ?b	0.037878788	0.070422535	0.166666667	5	71	30	-1
?a  causes  ?h  ?b  indicates  ?h   => ?a  interacts_with  ?b	0.03030303	0.081632653	0.114285714	4	49	35	-1
?g  complicates  ?a  ?g  occurs_in  ?b   => ?a  location_of  ?b	0.035714286	0.086956522	0.222222222	4	46	18	-2
?h  interacts_with  ?a  ?b  isa  ?h   => ?a  interacts_with  ?b	0.060606061	0.105263158	0.117647059	8	76	68	-1
?a  complicates  ?h  ?b  indicates  ?h   => ?a  interacts_with  ?b	0.022727273	0.12	0.2	3	25	15	-1
?h  associated_with  ?a  ?b  performs  ?h   => ?a  interacts_with  ?b	0.015151515	0.032258065	0.333333333	2	62	6	-1
?a  associated_with  ?h  ?b  associated_with  ?h   => ?a  interacts_with  ?b	0.03030303	0.016326531	0.105263158	4	245	38	-1
?a  exhibits  ?h  ?b  performs  ?h   => ?a  interacts_with  ?b	0.015151515	0.117647059	0.166666667	2	17	12	-1
?a  interacts_with  ?h  ?b  isa  ?h   => ?a  interacts_with  ?b	0.128787879	0.17	0.17	17	100	100	-1
?a  performs  ?h  ?b  performs  ?h   => ?a  interacts_with  ?b	0.037878788	0.147058824	0.217391304	5	34	23	-1
?b  produces  ?h  ?a  uses  ?h   => ?a  interacts_with  ?b	0.03030303	0.08	0.148148148	4	50	27	-1
?a  produces  ?h  ?b  produces  ?h   => ?a  interacts_with  ?b	0.03030303	0.015873016	0.181818182	4	252	22	-1
?g  co-occurs_with  ?a  ?g  degree_of  ?b   => ?a  location_of  ?b	0.026785714	0.142857143	0.142857143	3	21	21	-2
?a  produces  ?h  ?b  uses  ?h   => ?a  interacts_with  ?b	0.037878788	0.1	0.192307692	5	50	26	-1
?a  complicates  ?h  ?b  complicates  ?h   => ?a  interacts_with  ?b	0.113636364	0.072115385	0.12605042	15	208	119	-1
?a  uses  ?h  ?b  uses  ?h   => ?a  interacts_with  ?b	0.03030303	0.086956522	0.16	4	46	25	-1
?a  complicates  ?h  ?b  disrupts  ?h   => ?a  interacts_with  ?b	0.068181818	0.163636364	0.191489362	9	55	47	-1
?a  complicates  ?h  ?h  produces  ?b   => ?a  interacts_with  ?b	0.060606061	0.096385542	0.126984127	8	83	63	-1
?b  causes  ?h  ?a  treats  ?h   => ?a  interacts_with  ?b	0.015151515	0.02020202	0.117647059	2	99	17	-1
?b  interacts_with  ?h  ?a  isa  ?h   => ?a  interacts_with  ?b	0.083333333	0.11	0.1375	11	100	80	-1
?a  disrupts  ?h  ?b  disrupts  ?h   => ?a  interacts_with  ?b	0.121212121	0.152380952	0.186046512	16	105	86	-1
?b  complicates  ?h  ?a  disrupts  ?h   => ?a  interacts_with  ?b	0.083333333	0.2	0.2	11	55	55	-1
?g  affects  ?b  ?g  disrupts  ?a   => ?a  location_of  ?b	0.133928571	0.135135135	0.147058824	15	111	102	-2
?a  affects  ?h  ?b  disrupts  ?h   => ?a  interacts_with  ?b	0.174242424	0.103139013	0.225490196	23	223	102	-1
?a  affects  ?h  ?b  complicates  ?h   => ?a  interacts_with  ?b	0.371212121	0.10840708	0.216814159	49	452	226	-1
?g  assesses_effect_of  ?a  ?g  assesses_effect_of  ?b   => ?a  interacts_with  ?b	0.083333333	0.066666667	0.104761905	11	165	105	-1
?a  diagnoses  ?h  ?h  occurs_in  ?b   => ?a  interacts_with  ?b	0.015151515	0.048780488	0.111111111	2	41	18	-1
?a  prevents  ?h  ?h  produces  ?b   => ?a  interacts_with  ?b	0.03030303	0.181818182	0.363636364	4	22	11	-1
?g  analyzes  ?a  ?g  analyzes  ?b   => ?a  interacts_with  ?b	0.053030303	0.086419753	0.1	7	81	70	-1
?g  occurs_in  ?a  ?g  occurs_in  ?b   => ?a  interacts_with  ?b	0.022727273	0.042253521	0.1	3	71	30	-1
?b  complicates  ?h  ?a  prevents  ?h   => ?a  interacts_with  ?b	0.03030303	0.081632653	0.166666667	4	49	24	-1
?h  interacts_with  ?b  ?a  isa  ?h   => ?a  interacts_with  ?b	0.113636364	0.197368421	0.202702703	15	76	74	-1
?g  produces  ?a  ?g  produces  ?b   => ?a  interacts_with  ?b	0.113636364	0.083798883	0.114503817	15	179	131	-1
?g  affects  ?b  ?g  part_of  ?a   => ?a  interacts_with  ?b	0.098484848	0.079754601	0.118181818	13	163	110	-1
?a  causes  ?h  ?b  complicates  ?h   => ?a  interacts_with  ?b	0.28030303	0.096354167	0.137037037	37	384	270	-1
?a  affects  ?h  ?h  produces  ?b   => ?a  interacts_with  ?b	0.166666667	0.073825503	0.156028369	22	298	141	-1
?g  location_of  ?a  ?g  part_of  ?b   => ?a  interacts_with  ?b	0.068181818	0.029126214	0.163636364	9	309	55	-1
?g  part_of  ?a  ?g  part_of  ?b   => ?a  interacts_with  ?b	0.212121212	0.092409241	0.150537634	28	303	186	-1
?b  disrupts  ?g  ?g  produces  ?a   => ?a  interacts_with  ?b	0.181818182	0.206896552	0.242424242	24	116	99	-1
?b  complicates  ?g  ?g  produces  ?a   => ?a  interacts_with  ?b	0.075757576	0.120481928	0.178571429	10	83	56	-1
?b  interacts_with  ?h  ?h  isa  ?a   => ?a  interacts_with  ?b	0.045454545	0.041666667	0.117647059	6	144	51	-1
?b  affects  ?a  ?b  result_of  ?a   => ?a  isa  ?b	0.013793103	0.095238095	0.105263158	2	21	19	-1
?a  degree_of  ?b  ?a  process_of  ?b   => ?a  isa  ?b	0.013793103	0.666666667	0.666666667	2	3	3	-1
?h  associated_with  ?b  ?a  location_of  ?h   => ?a  interacts_with  ?b	0.015151515	0.024390244	0.4	2	82	5	-1
?b  process_of  ?a  ?a  process_of  ?b   => ?a  isa  ?b	0.020689655	0.1875	0.230769231	3	16	13	-1
?a  interacts_with  ?h  ?b  interacts_with  ?h   => ?a  interacts_with  ?b	0.431818182	0.134751773	0.134751773	57	423	423	-1
?g  analyzes  ?b  ?g  assesses_effect_of  ?a   => ?a  interacts_with  ?b	0.060606061	0.077669903	0.109589041	8	103	73	-1
?g  measures  ?a  ?g  uses  ?b   => ?a  interacts_with  ?b	0.022727273	0.076923077	0.142857143	3	39	21	-1
?a  causes  ?h  ?h  produces  ?b   => ?a  interacts_with  ?b	0.121212121	0.125	0.163265306	16	128	98	-1
?g  process_of  ?a  ?g  process_of  ?b   => ?a  interacts_with  ?b	0.21969697	0.042459736	0.105839416	29	683	274	-1
?a  process_of  ?b  ?a  result_of  ?b   => ?a  isa  ?b	0.020689655	0.15	0.166666667	3	20	18	-1
?b  affects  ?a  ?a  result_of  ?b   => ?a  isa  ?b	0.027586207	0.108108108	0.117647059	4	37	34	-1
?h  interacts_with  ?b  ?a  interacts_with  ?h   => ?a  interacts_with  ?b	0.401515152	0.289617486	0.289617486	53	183	183	-1
?h  precedes  ?a  ?b  process_of  ?h   => ?a  isa  ?b	0.04137931	0.115384615	0.115384615	6	52	52	-1
?h  complicates  ?a  ?b  process_of  ?h   => ?a  isa  ?b	0.020689655	0.1	0.115384615	3	30	26	-1
?g  affects  ?a  ?g  part_of  ?b   => ?a  interacts_with  ?b	0.143939394	0.116564417	0.296875	19	163	64	-1
?g  interacts_with  ?a  ?g  interacts_with  ?b   => ?a  interacts_with  ?b	0.356060606	0.124668435	0.153594771	47	377	306	-1
?g  interacts_with  ?b  ?g  isa  ?a   => ?a  interacts_with  ?b	0.083333333	0.091666667	0.22	11	120	50	-1
?a  co-occurs_with  ?h  ?b  process_of  ?h   => ?a  isa  ?b	0.013793103	0.086956522	0.117647059	2	23	17	-1
?a  associated_with  ?h  ?h  performs  ?b   => ?a  isa  ?b	0.013793103	0.064516129	0.105263158	2	31	19	-1
?h  isa  ?b  ?a  process_of  ?h   => ?a  isa  ?b	0.082758621	0.111111111	0.12244898	12	108	98	-1
?a  interacts_with  ?h  ?h  isa  ?b   => ?a  isa  ?b	0.2	0.201388889	0.254385965	29	144	114	-1
?h  isa  ?b  ?a  result_of  ?h   => ?a  isa  ?b	0.131034483	0.11875	0.159663866	19	160	119	-1
?a  degree_of  ?h  ?b  precedes  ?h   => ?a  isa  ?b	0.013793103	0.133333333	0.133333333	2	15	15	-1
?a  degree_of  ?h  ?h  isa  ?b   => ?a  isa  ?b	0.04137931	0.260869565	0.3	6	23	20	-1
?h  associated_with  ?b  ?a  degree_of  ?h   => ?a  isa  ?b	0.013793103	0.166666667	0.166666667	2	12	12	-1
?h  isa  ?b  ?a  part_of  ?h   => ?a  isa  ?b	0.04137931	0.15	0.214285714	6	40	28	-1
?a  co-occurs_with  ?h  ?h  isa  ?b   => ?a  isa  ?b	0.034482759	0.238095238	0.294117647	5	21	17	-1
?h  degree_of  ?a  ?b  precedes  ?h   => ?a  isa  ?b	0.013793103	0.117647059	0.117647059	2	17	17	-1
?a  contains  ?h  ?h  isa  ?b   => ?a  isa  ?b	0.013793103	0.5	0.5	2	4	4	-1
?h  isa  ?b  ?a  manifestation_of  ?h   => ?a  isa  ?b	0.068965517	0.138888889	0.161290323	10	72	62	-1
?h  isa  ?b  ?a  occurs_in  ?h   => ?a  isa  ?b	0.04137931	0.146341463	0.153846154	6	41	39	-1
?h  degree_of  ?b  ?a  occurs_in  ?h   => ?a  isa  ?b	0.013793103	0.142857143	0.142857143	2	14	14	-1
?a  occurs_in  ?h  ?h  precedes  ?b   => ?a  isa  ?b	0.013793103	0.285714286	0.285714286	2	7	7	-1
?h  isa  ?b  ?a  precedes  ?h   => ?a  isa  ?b	0.048275862	0.333333333	0.388888889	7	21	18	-1
?h  associated_with  ?b  ?a  precedes  ?h   => ?a  isa  ?b	0.013793103	0.2	0.2	2	10	10	-1
