Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S2_p;domainbody;distmult;100;0.5;1;dcr;[1240.671296977997, 9.502204806712921];[0.0237, 0.0007];[0.0125, 0.0006];[0.0162, 0.0008];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3461, 0.028];[0.3367, 0.029];[0.3368, 0.0269];[0.8573, 0.0199];[0.788, 0.0312];[0.916, 0.0102];[0.954, 0.015];[0.994, 0.0049];[0.8573, 0.0196];[0.788, 0.0312];[0.916, 0.0102];[0.952, 0.016];[0.992, 0.004];[0.3427, 0.0527];[0.3401, 0.0586];[0.3267, 0.0477];[0.8957, 0.022];[0.844, 0.0344];[0.928, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.8943, 0.0228];[0.844, 0.0344];[0.92, 0.0456];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;distmult;100;0.5;1;r2n;[1474.913955116272, 12.482542107675288];[0.0135, 0.0005];[0.0122, 0.0005];[0.0147, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3495, 0.0334];[0.3114, 0.0222];[0.3877, 0.062];[0.8738, 0.0186];[0.816, 0.0258];[0.924, 0.015];[0.952, 0.0172];[0.994, 0.0049];[0.8574, 0.0161];[0.79, 0.0261];[0.916, 0.0174];[0.944, 0.0136];[0.996, 0.0049];[0.3739, 0.0812];[0.3181, 0.0668];[0.4296, 0.1206];[0.9093, 0.0273];[0.864, 0.0427];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0];[0.8846, 0.0318];[0.82, 0.0522];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;distmult;100;0.5;1;sbr;[162.54403624534606, 0.8717424701694241];[0.018, 0.0028];[0.0144, 0.0015];[0.0216, 0.0041];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.23, 0.0135];[0.2188, 0.0151];[0.2412, 0.0134];[0.89, 0.0143];[0.838, 0.0194];[0.932, 0.0194];[0.964, 0.0174];[0.992, 0.0075];[0.893, 0.0134];[0.842, 0.0214];[0.932, 0.0204];[0.966, 0.0162];[0.998, 0.004];[0.2928, 0.0303];[0.2911, 0.0397];[0.2945, 0.0243];[0.9267, 0.021];[0.892, 0.0325];[0.948, 0.0325];[1.0, 0.0];[1.0, 0.0];[0.9185, 0.0259];[0.872, 0.0392];[0.96, 0.0438];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;distmult;100;0.5;1;rnm;[162.25379385948182, 1.416169260730553];[0.0134, 0.0005];[0.0123, 0.0005];[0.0146, 0.0008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2685, 0.0264];[0.269, 0.0272];[0.268, 0.0257];[0.8645, 0.0167];[0.802, 0.0248];[0.908, 0.0248];[0.95, 0.011];[0.992, 0.0075];[0.8647, 0.0167];[0.802, 0.0248];[0.91, 0.0261];[0.948, 0.0098];[0.994, 0.0049];[0.3142, 0.0523];[0.325, 0.0639];[0.3035, 0.041];[0.9025, 0.0226];[0.852, 0.0325];[0.932, 0.0371];[1.0, 0.0];[1.0, 0.0];[0.9037, 0.0221];[0.852, 0.0325];[0.928, 0.0412];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;distmult;100;0.5;1;gsbr;[310.9204840183258, 1.5485597582828352];[0.0122, 0.0005];[0.0122, 0.0005];[0.0122, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2902, 0.0214];[0.2902, 0.0214];[0.2902, 0.0214];[0.8718, 0.0141];[0.812, 0.0204];[0.916, 0.012];[0.952, 0.0117];[0.994, 0.0049];[0.8718, 0.0141];[0.812, 0.0204];[0.916, 0.012];[0.952, 0.0117];[0.994, 0.0049];[0.3242, 0.0583];[0.3242, 0.0583];[0.3243, 0.0583];[0.9037, 0.0199];[0.856, 0.0294];[0.936, 0.0408];[1.0, 0.0];[1.0, 0.0];[0.9037, 0.0199];[0.856, 0.0294];[0.936, 0.0408];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;distmult;100;0.5;1;cdcr;[2627.7957096099854, 19.976543708438196];[0.041, 0.0199];[0.0263, 0.0152];[0.0414, 0.0246];[0.9993, 0.0012];[0.9987, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9993, 0.0012];[0.9987, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2965, 0.0649];[0.2779, 0.0636];[0.3006, 0.0666];[0.8876, 0.0144];[0.842, 0.0248];[0.914, 0.008];[0.958, 0.016];[0.992, 0.0075];[0.8919, 0.0164];[0.848, 0.0279];[0.916, 0.008];[0.96, 0.011];[0.996, 0.008];[0.3134, 0.0253];[0.3036, 0.0318];[0.3088, 0.0216];[0.9164, 0.0203];[0.876, 0.0344];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9154, 0.03];[0.864, 0.0512];[0.968, 0.0271];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;no_reasoner;[14.864642763137818, 1.5750740867131798];[3.346, 0.0041];[1.5504, 0.0081];[5.1416, 0.0];[0.6073, 0.0119];[0.3245, 0.0204];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6053, 0.0064];[0.3311, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9126, 0.0029];[0.423, 0.0059];[1.4023, 0.0];[0.6402, 0.0172];[0.546, 0.0196];[0.644, 0.0307];[0.74, 0.0237];[0.95, 0.0089];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;dcr;[1273.9528782367706, 8.116953409178343];[1.4501, 0.0065];[1.5433, 0.0049];[1.3426, 0.0092];[0.617, 0.0061];[0.3429, 0.0095];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6499, 0.0132];[0.3911, 0.0261];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4333, 0.0094];[0.4238, 0.006];[0.4286, 0.0142];[0.6328, 0.0212];[0.536, 0.0242];[0.64, 0.0316];[0.744, 0.008];[0.946, 0.0174];[0.6418, 0.0173];[0.554, 0.015];[0.636, 0.0242];[0.74, 0.0316];[0.934, 0.0301];[0.7313, 0.0224];[0.9373, 0.0259];[0.511, 0.0191];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7683, 0.0253];[0.628, 0.016];[0.868, 0.0325];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;r2n;[1524.377434873581, 10.881444006041331];[1.4916, 0.0045];[1.5433, 0.0049];[1.4399, 0.0043];[0.617, 0.0061];[0.3429, 0.0095];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6148, 0.0075];[0.3382, 0.0139];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4105, 0.0045];[0.4238, 0.006];[0.3972, 0.0032];[0.6328, 0.0212];[0.536, 0.0242];[0.64, 0.0316];[0.744, 0.008];[0.946, 0.0174];[0.6322, 0.0102];[0.532, 0.016];[0.644, 0.0233];[0.744, 0.0196];[0.952, 0.0232];[0.9003, 0.0194];[0.9373, 0.0259];[0.8633, 0.0202];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7306, 0.0309];[0.612, 0.0371];[0.8, 0.04];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;sbr;[161.41487135887147, 2.7700404816801876];[1.5246, 0.0044];[1.5433, 0.0049];[1.506, 0.0043];[0.617, 0.0061];[0.3429, 0.0095];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6159, 0.0081];[0.3401, 0.0128];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4115, 0.006];[0.4238, 0.006];[0.3991, 0.0065];[0.6328, 0.0212];[0.536, 0.0242];[0.64, 0.0316];[0.744, 0.008];[0.946, 0.0174];[0.6352, 0.016];[0.54, 0.019];[0.636, 0.0233];[0.748, 0.0349];[0.954, 0.0185];[0.8734, 0.0125];[0.9373, 0.0259];[0.8096, 0.0072];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7377, 0.006];[0.616, 0.015];[0.784, 0.0388];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;rnm;[162.93318991661073, 1.6663586267000494];[1.5308, 0.0046];[1.5433, 0.0049];[1.5183, 0.0046];[0.617, 0.0061];[0.3429, 0.0095];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6176, 0.0081];[0.3433, 0.013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4156, 0.0061];[0.4238, 0.006];[0.4075, 0.0068];[0.6328, 0.0212];[0.536, 0.0242];[0.64, 0.0316];[0.744, 0.008];[0.946, 0.0174];[0.6348, 0.0192];[0.536, 0.0174];[0.64, 0.0358];[0.748, 0.0232];[0.95, 0.019];[0.8928, 0.0138];[0.9373, 0.0259];[0.8484, 0.0083];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7405, 0.0117];[0.624, 0.0233];[0.8, 0.0522];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;gsbr;[313.3833735942841, 1.639778021302996];[1.5246, 0.0044];[1.5433, 0.0049];[1.506, 0.0043];[0.617, 0.0061];[0.3429, 0.0095];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6159, 0.0078];[0.3399, 0.0125];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4115, 0.006];[0.4238, 0.006];[0.3991, 0.0065];[0.6328, 0.0212];[0.536, 0.0242];[0.64, 0.0316];[0.744, 0.008];[0.946, 0.0174];[0.6354, 0.0167];[0.54, 0.019];[0.636, 0.0206];[0.748, 0.0331];[0.952, 0.0172];[0.8734, 0.0125];[0.9373, 0.0259];[0.8096, 0.0072];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.737, 0.0076];[0.616, 0.015];[0.784, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S2_p;domainbody;transe;100;0.5;1;cdcr;[2624.4190875530244, 17.96109873150103];[1.5606, 0.1359];[1.5433, 0.0049];[1.5617, 0.2707];[0.617, 0.0061];[0.3429, 0.0095];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6304, 0.0266];[0.364, 0.048];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.621, 0.243];[0.4238, 0.006];[0.802, 0.4835];[0.6328, 0.0212];[0.536, 0.0242];[0.64, 0.0316];[0.744, 0.008];[0.946, 0.0174];[0.6352, 0.0238];[0.532, 0.016];[0.656, 0.048];[0.76, 0.0443];[0.954, 0.0273];[1.048, 0.3967];[0.9373, 0.0259];[1.1425, 0.776];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7462, 0.0542];[0.62, 0.062];[0.808, 0.096];[1.0, 0.0];[1.0, 0.0]
