Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S1_p_no_neighbor;domain;distmult;100;0.5;1;rnm;[16.072650623321532, 1.1041775013858115];[0.0179, 0.0023];[0.0125, 0.0009];[0.0234, 0.0037];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3563, 0.0376];[0.3612, 0.0403];[0.3514, 0.0352];[0.9336, 0.0104];[0.9, 0.0155];[0.956, 0.0102];[0.962, 0.0075];[0.992, 0.0098];[0.9348, 0.0101];[0.9, 0.0155];[0.958, 0.0117];[0.966, 0.0136];[1.0, 0.0];[0.3579, 0.0468];[0.389, 0.0653];[0.3268, 0.0292];[0.9197, 0.0229];[0.88, 0.0335];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9244, 0.0224];[0.88, 0.0335];[0.964, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;distmult;100;0.5;1;gsbr;[17.440854692459105, 1.0024107418779336];[0.013, 0.0011];[0.0122, 0.0008];[0.0138, 0.0016];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3666, 0.036];[0.3669, 0.0363];[0.3663, 0.0356];[0.9374, 0.0137];[0.908, 0.0223];[0.958, 0.0075];[0.964, 0.0102];[0.992, 0.0098];[0.9374, 0.0137];[0.908, 0.0223];[0.958, 0.0075];[0.964, 0.0102];[0.992, 0.0075];[0.3911, 0.062];[0.3953, 0.0641];[0.3868, 0.0603];[0.9185, 0.0226];[0.88, 0.0335];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9187, 0.0226];[0.88, 0.0335];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;distmult;100;0.5;1;cdcr;[35.53414640426636, 0.9758562806353991];[0.1126, 0.0275];[0.0503, 0.024];[0.1634, 0.0636];[0.9998, 0.0004];[0.9996, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9998, 0.0004];[0.9996, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4134, 0.1072];[0.3789, 0.1179];[0.4364, 0.1032];[0.9368, 0.0202];[0.91, 0.0335];[0.954, 0.008];[0.962, 0.0098];[0.99, 0.0089];[0.934, 0.0231];[0.902, 0.0354];[0.952, 0.0098];[0.968, 0.0214];[0.994, 0.008];[0.4026, 0.0561];[0.3726, 0.0729];[0.4212, 0.0504];[0.9163, 0.0292];[0.876, 0.0427];[0.936, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9148, 0.0322];[0.872, 0.0531];[0.944, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;distmult;100;0.5;1;no_reasoner;[15.988256692886353, 1.5572992767527494];[2.5767, 0.0002];[0.0118, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9065, 0.0175];[0.4108, 0.0349];[1.4023, 0.0];[0.9131, 0.0147];[0.866, 0.0196];[0.954, 0.0162];[0.964, 0.0162];[0.99, 0.0063];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7539, 0.0293];[0.4229, 0.0586];[3.085, 0.0];[0.9186, 0.0107];[0.88, 0.0126];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;dcr;[24.099766731262207, 1.5538843163590241];[1.307, 0.0156];[1.5473, 0.0153];[1.0596, 0.0222];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.713, 0.0274];[0.4996, 0.0466];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4433, 0.0158];[0.4223, 0.0048];[0.4573, 0.0285];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6594, 0.0143];[0.56, 0.0268];[0.67, 0.0219];[0.774, 0.0196];[0.952, 0.0117];[0.7407, 0.0423];[0.9373, 0.0259];[0.5371, 0.063];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7682, 0.0557];[0.668, 0.07];[0.856, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;r2n;[26.586021375656127, 1.530878826671885];[1.4957, 0.0133];[1.5473, 0.0153];[1.444, 0.0123];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6131, 0.0143];[0.3359, 0.0223];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4095, 0.0038];[0.4223, 0.0048];[0.3967, 0.0039];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.633, 0.0085];[0.534, 0.008];[0.646, 0.0224];[0.73, 0.0506];[0.964, 0.0136];[0.9003, 0.0194];[0.9373, 0.0259];[0.8633, 0.0202];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7306, 0.0309];[0.612, 0.0371];[0.8, 0.04];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;sbr;[17.16453456878662, 1.7063978260648016];[1.5056, 0.0147];[1.5473, 0.0153];[1.464, 0.0143];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6096, 0.0192];[0.3286, 0.0347];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4106, 0.0044];[0.4223, 0.0048];[0.399, 0.0052];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6317, 0.0088];[0.532, 0.0117];[0.626, 0.0233];[0.742, 0.016];[0.952, 0.0075];[0.8696, 0.014];[0.9373, 0.0259];[0.802, 0.0054];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7401, 0.0121];[0.6, 0.0179];[0.82, 0.0456];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;rnm;[17.4815945148468, 1.81705060710801];[1.5197, 0.015];[1.5473, 0.0153];[1.4921, 0.0148];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6093, 0.0198];[0.3277, 0.0323];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4147, 0.0044];[0.4223, 0.0048];[0.4071, 0.0048];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6335, 0.0104];[0.532, 0.0117];[0.63, 0.0253];[0.75, 0.0155];[0.952, 0.0183];[0.8897, 0.0151];[0.9373, 0.0259];[0.8422, 0.0068];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.738, 0.0136];[0.604, 0.0196];[0.812, 0.05];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;gsbr;[17.578888607025146, 1.8410663909879597];[1.5056, 0.0147];[1.5473, 0.0153];[1.464, 0.0143];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6105, 0.0197];[0.329, 0.0339];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4106, 0.0044];[0.4223, 0.0048];[0.399, 0.0052];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6303, 0.0083];[0.534, 0.015];[0.626, 0.0233];[0.738, 0.0172];[0.952, 0.0075];[0.8696, 0.014];[0.9373, 0.0259];[0.802, 0.0054];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7398, 0.0048];[0.608, 0.016];[0.816, 0.048];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;cdcr;[36.43136448860169, 1.9985670224775065];[1.5942, 0.2798];[1.5473, 0.0153];[1.6314, 0.5657];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6092, 0.0187];[0.3303, 0.0236];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.5971, 0.2562];[0.4223, 0.0048];[0.7623, 0.511];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6307, 0.0126];[0.526, 0.0174];[0.632, 0.0312];[0.748, 0.0462];[0.958, 0.0098];[0.9976, 0.4097];[0.9373, 0.0259];[1.0483, 0.8149];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7342, 0.0102];[0.612, 0.0204];[0.808, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domain;transe;100;0.5;1;no_reasoner;[17.460561323165894, 2.2145541579837706];[3.3436, 0.0022];[1.5456, 0.0045];[5.1417, 0.0];[0.6157, 0.0091];[0.3403, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9152, 0.0045];[0.4282, 0.009];[1.4023, 0.0];[0.6297, 0.0205];[0.538, 0.024];[0.624, 0.025];[0.714, 0.0314];[0.962, 0.0194];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;complex;100;0.5;1;dcr;[27.47003173828125, 2.2893041813271195];[0.0234, 0.0011];[0.0121, 0.0008];[0.0184, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4436, 0.0503];[0.4364, 0.0512];[0.4346, 0.0493];[0.9165, 0.0219];[0.874, 0.0372];[0.95, 0.011];[0.964, 0.0162];[0.994, 0.008];[0.9163, 0.0219];[0.874, 0.0372];[0.95, 0.011];[0.966, 0.0185];[0.99, 0.0089];[0.4599, 0.0724];[0.466, 0.0802];[0.4376, 0.0647];[0.9076, 0.0274];[0.86, 0.0358];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0];[0.9082, 0.0273];[0.86, 0.0358];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;complex;100;0.5;1;r2n;[29.22682089805603, 2.4173470497898215];[0.0135, 0.0007];[0.0121, 0.0008];[0.0149, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4101, 0.051];[0.4102, 0.0512];[0.41, 0.0507];[0.9301, 0.0121];[0.896, 0.015];[0.952, 0.0117];[0.966, 0.0102];[0.994, 0.008];[0.93, 0.0122];[0.896, 0.015];[0.952, 0.0117];[0.966, 0.0102];[0.992, 0.0075];[0.436, 0.0831];[0.4392, 0.0862];[0.4327, 0.0801];[0.9141, 0.024];[0.872, 0.0325];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9145, 0.0237];[0.872, 0.0325];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;complex;100;0.5;1;sbr;[19.721572971343996, 2.4893526589676855];[0.0233, 0.0015];[0.0159, 0.0014];[0.0306, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2235, 0.0294];[0.2158, 0.0306];[0.2313, 0.0284];[0.9515, 0.0103];[0.936, 0.0136];[0.958, 0.0117];[0.968, 0.0098];[0.994, 0.008];[0.9632, 0.0113];[0.94, 0.0167];[0.986, 0.0102];[0.99, 0.0063];[1.0, 0.0];[0.2899, 0.0481];[0.3128, 0.0668];[0.2671, 0.039];[0.9288, 0.0247];[0.9, 0.0335];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9533, 0.0207];[0.924, 0.0344];[0.988, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;complex;100;0.5;1;rnm;[19.791149139404297, 2.487281223342135];[0.0142, 0.0009];[0.0121, 0.0008];[0.0162, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3758, 0.0367];[0.3828, 0.0392];[0.3688, 0.0343];[0.9265, 0.0109];[0.888, 0.0172];[0.954, 0.015];[0.964, 0.0136];[0.994, 0.008];[0.928, 0.0107];[0.888, 0.0172];[0.954, 0.015];[0.972, 0.0172];[1.0, 0.0];[0.379, 0.0551];[0.4173, 0.0729];[0.3407, 0.0379];[0.9139, 0.0168];[0.872, 0.0204];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9169, 0.0161];[0.872, 0.0204];[0.952, 0.0271];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;complex;100;0.5;1;gsbr;[20.726722383499144, 2.6710172070382456];[0.0124, 0.0009];[0.0121, 0.0008];[0.0127, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.384, 0.0465];[0.3843, 0.0466];[0.3837, 0.0463];[0.933, 0.0123];[0.902, 0.0204];[0.954, 0.0136];[0.964, 0.012];[0.994, 0.008];[0.933, 0.0123];[0.902, 0.0204];[0.954, 0.0136];[0.964, 0.012];[0.996, 0.008];[0.4156, 0.0775];[0.4179, 0.0783];[0.4134, 0.0766];[0.9146, 0.0234];[0.872, 0.0325];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.915, 0.023];[0.872, 0.0325];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;complex;100;0.5;1;cdcr;[39.67993578910828, 2.805452326248152];[0.0785, 0.0417];[0.0396, 0.0191];[0.1063, 0.0645];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4191, 0.1667];[0.3983, 0.16];[0.4286, 0.1715];[0.9299, 0.022];[0.896, 0.0398];[0.952, 0.0117];[0.964, 0.0136];[0.994, 0.008];[0.9304, 0.0233];[0.892, 0.036];[0.958, 0.0194];[0.974, 0.0215];[0.994, 0.008];[0.3872, 0.1135];[0.3856, 0.1071];[0.3774, 0.1215];[0.9169, 0.03];[0.88, 0.0438];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0];[0.9266, 0.037];[0.888, 0.0515];[0.96, 0.0335];[1.0, 0.0];[1.0, 0.0]
